Judul,Tanggal,Link,Berita,Label
KPPPA Dorong Kiai Cabuli Santri di Jember Dijerat Pasal Berlapis,"Sabtu, 28 Jan 2023 01:20 ",https://www.cnnindonesia.com/nasional/20230127161106-12-905733/kpppa-dorong-kiai-cabuli-santri-di-jember-dijerat-pasal-berlapis,"KPPPA Dorong Kiai Cabuli Santri di Jember Dijerat Pasal Berlapis. Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (Kemen PPPA) mendorong penyidik polisi menjerat tersangkaa kekerasan seksual di pondok pesantren di Jember, Jawa Timur, Kiai FM dengan pasal berlapis. Deputi Bidang Perlindungan Khusus Anak KemenPPPA Nahar menyebut pelaku bisa dikenakan pasal dalam Undang-undang (UU) Perlindungan Anak, UU Tindak Pidana Kekerasan Seksual (TPKS) dan KUHP. ""Terduga pelaku kekerasan seksual terhadap para santriwati dan ustadzah di Jember bisa dikenakan pasal berlapis dari UU Perlindungan Anak, UU TPKS dan KUHP,"" kata Nahar, Jumat (27/1). Nahar menyebut kasus ini akan terus mendapatkan pengawasan dari Kemen PPPA. Selain itu, pihaknya juga mengaku akan memfokuskan pada pelayanan anak korban dan pemantauan pada proses hukum. Sejak awal, kata Nahar, UPTD-PPA Kabupaten Jember sudah mendamingi pelapor, dalam hal ini adalah istri tersangka, dan mendampingi korban. ""Kami dalam hal ini KemenPPPA akan terus memantau dan memastikan upaya pendampingan terhadap anak korban sesuai kebutuhan,"" ujar Nahar. ""Dan berkoordinasi dengan aparat penegak hukum terkait proses hukum yang sedang berjalan agar dilakukan sesuai dengan peraturan perundang-undangan yang berlaku,"" imbuhnya. Diberitakan, seorang kiai di Jember dilaporkan istri atas dugaan perselingkuhan dan pencabulan sejumlah santri. Dugaan itu muncul berdasarkan rekaman CCTV.Polisi telah menetapkan kiai berinisial FM itu sebagai tersangka. Ia dijerat pasal 82 Ayat (1) dan (2) juncto Pasal 76 huruf E UU RI Nomor 17 Tahun 2017 tentang Penetapan Perppu Nomor 1 Tahun 2016 tentang Perubahan Kedua atas UU Nomor 23 Tahun 2002 tentang Perlindungan Anak, dan atau Pasal 6 huruf C juncto Pasal 15 huruf B, huruf C, huruf D, huruf g, huruf i UU No. 12 Tahun 2022 tentang Tindak Pidana Kekerasan Seksual atau Pasal 294 Ayat (2) KUHP.Kiai FM pun mengajukan gugatan praperadilan atas kasus tersebut. Kapolres Jember AKBP Hery Purnomo menyatakan polisi siap menghadapi gugatan Kiai FM.",Tenaga Pendidik
Kemensos Kirim Tim Bantu Siswi Korban Pelecehan Malah Dicabuli Guru,"Jumat, 27 Jan 2023 02:00 ",https://www.cnnindonesia.com/nasional/20230126130400-20-905151/kemensos-kirim-tim-bantu-siswi-korban-pelecehan-malah-dicabuli-guru,"Kemensos Kirim Tim Bantu Siswi Korban Pelecehan Malah Dicabuli Guru. Kementerian Sosial (Kemensos) meminta agar Polres Mesuji, Lampung memberikan hukuman pidana maksimal kepada pelaku kekerasan seksual terhadap seorang siswi berusia 13.Siswi itu mengalami kekerasan secara secara berulang oleh kekasihnya dan menjadi korban kekerasan dari gurunya yang seharusnya membina atau melindungi.Direktur Rehabilitasi Anak Kemensosa Fajriana Rizkia mengatakan kasus tersebut cukup mendapat perhatian serius dari Menteri Sosial Tri Rismaharinia (Risma). ""Kasus ini cukup kompleks. Ibu Menteri memberikan perhatian serius dan mengutus kami datang ke sini (Mesuji) melakukan penanganan. Anak N mendapat kekerasan seksual berulang, dari orang dekat yang seharusnya memberikan perlindungan,"" kata Kanyadalam keterangan tertulis, Kamis (26/1). ""Tim telah melakukan asesmen terhadap N dan akan dilanjutkan dengan terapi atau rehabilitasi. Tidak hanya terhadap korban N namun juga keluarganya. ""Bukan hanya itu, kata Kanya, Kemensosa pun meminta Polres Mesujia menjerat para pelaku dengan hukum pidana maksimal. ""Kami berkoordinasi dengan Polres Mesuji untuk memastikan pelaku dihukum berat. Mereka orang dekat yang seharusnya memberikan perlindungan namun malah melakukan kekerasan,"" ujara Kanya. Sementara itu, Kepala Satuan Reskrim Polres Mesuji AKP Fajrian Rizki memastikan proses hukum berjalan. ""Dalam waktu dekat, kami segera melimpahkan kasus ini ke penuntut umum. Pelaku dari orang dekat bisa ditambah sepertiga dari saksi hukum,"" katanya dalam rilis yang sama itu. Lebih lanjut, Kemensos memberikan hipnoterapi, konseling, serta edukasi seksual terhadap N beserta keluarganya. Kanya mengatakan Kemensos melakukan asesmen selama sembilan hari terhadap korban.Asesmen tersebut dilakukan guna mengetahui cara yang tepat untuk melakukan terapi dan rehabilitasi untuk mengubah kognisi dan perilaku anak. Pasalnya, jika tidak segera ditangani dampaknya akan semakin berat. Selama asesmen, Kemensos berhasil meminta orangtua korban yang bekerja di luar daerah agar kembali ke tengah keluarga. Dalam pertemuan dengan keluarga korban, Kanyaa mengaku telah memberikan edukasi soal pengasuhan yang tepat. Korban bersama ibunya yang berusia 36 kemudian diberikan terapi dan rehabilitasi di Sentra Terpadu Prof. DR Soeharso di Surakarta, Jawa Tengah.""Di sini penanganan bisa lebih intensif dan lingkungannya kondusif. [Orang tua] Kami berikan bantuan usaha untuk memutar perekonomiannya,"" kata Kanya. Selain itu, Kemensos juga memberikan atensi berupa peralatan sekolah dan sembako kepada korban.Kasus ini terkuak sebelumnya ketika korban bersamaa RF (pacar) dan AS terlibat hubungan asusila. Alih-alih mendapatkan pembinaan, korban justru mendapatkan kekerasan fisik dan dilecehkan oleh AM selaku guru BP dengan dalih visum. Dalam pemeriksaan selanjutnya, diketahui korban sebelumnya mendapat kekerasan seksual berulang dari ayah tirinya SN saat berdomisili di Jawa Timur. Untuk guru BP yang menjadi pelaku pencabulan, AM, Kemensos mengawal kasus pidana di Polres Mesuji. Sedangkan untuk SN, Kemensos akan mendorong melalui penegak hukum di Jawa Timur.",Tenaga Pendidik
13 Pemuda Perkosa Dua Remaja Putri di Kota Jambi,"Rabu, 25 Jan 2023 19:53 ",https://www.cnnindonesia.com/nasional/20230125190531-12-904851/13-pemuda-perkosa-dua-remaja-putri-di-kota-jambi,"13 Pemuda Perkosa Dua Remaja Putri di Kota Jambi. Dua remaja putri berinisial SM (13) dan KN (14) di Kota Jambia diperkosa 13 pemuda dalam dua hari, pada tanggal 22 dan 23 Januari 2023. Pemerkosaan ini terjadi di dua rumah yang ditempati tersangka. Kedua korban awalnya bertemu dengan 7 pelaku yang mengendarai sepeda motor, Minggu (22/1) malam. Mereka berkenalan lalu diajak makan dan mengobrol. Setelah ajakan itu diterima, kedua korban malah dibawa ke dua rumah berbeda yang berada di Desa Ture, Batanghari. Sesampai di sana terdapat para pemuda lain yang sudah menunggu. ""Apa yang dilakukan di sana? Terjadi persetubuhan dan pencabulan. Sebagian pelaku melakukan persetubuhan secara paksa dan ada yang melakukan pencabulan,"" kata Direktur Reskrimum Polda Jambi, Kombes Andri Ananta. Keesokan harinya, Senin (23/1), kejahatan itu tidak berhenti. Korban kembali diperkosa oleh pelaku yang berbeda. Total pelaku kekerasan seksual ini berjumlah 13 orang.Setelah itu, kedua korban dibawa ke suatu gubuk. Sempat dijanjikan akan dibawa pulang, tetapi dua gadis ini malah ditinggalkan hingga terlontang lantung. ""Sampai akhirnya ditemukan oleh orang tuanya,"" ujar Andri. Ibu korban yang mendengar kejadian tersebut merasa syok. Orang tua korbana kemudian melapor ke Polda Jambi. Polda Jambi, ujar Andri, langsung mengerahkan tim untuk melakukan penyelidikan dan menangkap 10 pelaku. ""Berbekal rekaman CCTV, kita tangkap para pelaku tersebut. Kemudian kita datangi TKP, sehingga kita bisa mengungkap kasus ini, bekerja sama dengan polsek,"" ungkapnya. Kesepuluh pelaku itu, yakni MN (18), II (19), FF (18), AM (18), MS (18), RF (18), SP (17), APR (16), JF (15), dan S (17). Sebagian dari mereka masih berstatus pelajar dan ada yang putus sekolah. Sedangkan 3 pelaku lainnya sedang dalam buruan polisi. Polda Jambi sudah mengantongi identitas para pemerkosa tersebut. Andri menyampaikan, walau secara fisik baik-baik saja, korban mengalami trauma berat. ""Pasti trauma, apalagi korban masih anak remaja,"" katanya. Saat itu kedua korban sempat melihat para pelaku mengonsumsi narkoba. Pesta narkoba ini dilakukan di tengah pemerkosaan. Karena itu, para pelaku dites urine. Sebagian pelaku sudah terkonfirmasi mengonsumsi narkoba.""Kita lakukan tes urine, 5 orang positif dan selebihnya masih kita tes,"" ujar Andri. Para tersangka pemerkosaan dan pencabulan ini dikenakan pasal 81 dan pasal 82 Undang-undang Nomor 35 Tahun 2014 tentang Perlindungan Anak. Namun, tidak menutup kemungkinan juga terjerat pasal yang lain, karena polisi masih memeriksa para pelaku dan korban. ""Kami akan dalami lagi apa yang dialami korban. Kita kawal bersama agar kasus ini sampai persidangan,"" tutur Andri.",Teman
"Jadi Tersangka, Ayah Aniaya Anak di Apartemen Jaksel Kini Ditahan","Rabu, 25 Jan 2023 17:17 ",https://www.cnnindonesia.com/nasional/20230125165838-12-904798/jadi-tersangka-ayah-aniaya-anak-di-apartemen-jaksel-kini-ditahan,"Jadi Tersangka, Ayah Aniaya Anak di Apartemen Jaksel Kini Ditahan. Polisia resmi menahan Raden Indrajana Sofiandi (RIS), tersangka penganiayaan anak kandung di sebuah apartemen dia Jakarta Selatan. Ia ditahan sejak 23 Januari 2023. ""Kami penyidik melakukan penahanan terhadap tersangka sampai dengan 20 hari ke depan. (Ditahan) sejak dua hari lalu,"" kata Kasat Reskrim Polres Metro Jakarta Selatan AKBP Irwandhy kepada wartawan, Rabu (25/1). Dalam kasus ini, RIS dijerat Pasal 76c Jo Pasal 80 ayat 1 dan ayat 4 UU Nomor 35 Tahun 2014 tentang Perlindungan Anak serta Pasal 44 ayat 1 UU Nomor 23 Tahun 2004 tentang Penghapusan KDRT.        Wakasat Reskrim Polres Metro Jakarta Selatan Kompol Hendrikus Yossi Hendrata menerangkan RIS melakukan penganiayaan terhadap dua anaknya yakni KRS (12) dan KAS (10) sejak Maret 2021 hingga 2022.Yossi menyebut tindakan yang dilakukan oleh RIS berupa pemukulan dan tindakan kekerasan fisik lainnya. Ia mengatakan penganiayaan itu disebabkan permasalahan yang menyulut emosi RIS. ""Atas hal tersebutlah perbuatan ini kemudian dilakukan dan bukan hanya sekali, tapi beberapa kali terjadi di TKP yaitu di rumah tinggal atau unit apartemen yang mereka tinggali selama kejadian itu berlangsung,"" ucapnya. Akibat penganiayaan itu, kedua korban mengalami luka fisik yang berdampak pada aktivitas mereka. Namun, Yossi tak menjelaskan secara rinci soal luka yang diderita korban.Yossi menegaskan bahwa kasus penganiayaan ini akan terus diproses secara hukum hinggaa ke proses persidangan. ""Proses akan terus berlanjut akan kami lanjutkan sampai ke tahap berikutnya yakni tahap pelimpahan kepada kejaksaan,"" kata dia.Sebelumnya, aksi pemukulan terhadap anak oleh RIS viral di media sosial. Kasus pemukulan itu dilaporkan oleh KEY yang merupakan ibu korban dan teregister dengan nomor LP/B/2301/I/X/2022/SPKT/Polres Metro Jaksel/Polda Metro Jaya.Peristiwa terjadi pada tahun 2021 hingga 2022. Terlapor kerap melakukan kekerasan terhadap korban dengan cara memukul kepala korban hingga menendang punggung korban.",Keluarga
Kiai Tersangka Kekerasan Seksual di Jember Akan Ajukan Praperadilan,"Minggu, 22 Jan 2023 05:16 ",https://www.cnnindonesia.com/nasional/20230122045744-12-903505/kiai-tersangka-kekerasan-seksual-di-jember-akan-ajukan-praperadilan,"Kiai Tersangka Kekerasan Seksual di Jember Akan Ajukan Praperadilan. Tersangka kekerasan seksual di pondok pesantren di Jember, Jawa Timur, Kiai FM mengajukan gugatan praperadilan atas status hukum yang ditangani kepolisian itu.Merespons hal tersebut, Kapolres Jember AKBP Hery Purnomo mengatakan pihaknya siap menghadapi gugatan praperadilan yang akan disampaikan kuasa hukum tersangka Kiai FM dalam kasus dugaan kekerasan seksual di lingkungan pondok pesantren. ""Kami akan menghadapi segala bentuk perlawanan yang dilakukan tersangka, termasuk praperadilan,"" katanya di Jember, Sabtu (21/1) seperti dikutip dari Antara. Ia mengatakan praperadilan adalah hak semua orang yang berhadapan dengan hukum dan siapa pun dipersilakan untuk melakukan tahapan itu, sehingga pihaknya tidak akan membatasi orang yang akan mengajukan gugatan praperadilan. ""Kami masih belum menerima surat panggilan dan menunggu dari Pengadilan Negeri (PN) Jember perihal gugatan praperadilan itu,"" tutur Hery. Sebelumnya, Polres Jember sudah menetapkan pengasuh pondok pesantren di Desa Mangaran, Kecamatan Ajung tersebut yakni Kiai FM sebagai tersangka dalam kasus kekerasan seksual dan pencabulan yang dilakukan kepada santri-santri nya dengan jumlah korban empat santri. Tersangka dijerat pasal 82 Ayat (1) dan (2) juncto Pasal 76 huruf E UU RI Nomor 17 Tahun 2017 tentang Penetapan Perppu Nomor 1 Tahun 2016 tentang Perubahan Kedua atas UU Nomor 23 Tahun 2002 tentang Perlindungan Anak, dan atau Pasal 6 huruf C juncto Pasal 15 huruf B, huruf C, huruf D, huruf g, huruf i UU No. 12 Tahun 2022 tentang Tindak Pidana Kekerasan Seksual atau Pasal 294 Ayat (2) KUHP. ""Dengan ancaman hukuman maksimal 15 tahun untuk Undang-Undang Perlindungan Anak, kemudian 12 tahun untuk Undang-Undang Tindak Pidana Kekerasan Seksual, dan ancaman hukumannya 7 tahun untuk pasal 294 KUHP,"" ujar Hery.Kuasa hukum Kiai FM, Alananto, mengatakan pihaknya akan mengajukan gugatan praperadilan atas kasus itu ke PN Jember. Pihaknya keberatan kliennya ditahan dan menyebut adanya kejanggalan dalam proses hukum yang dijalania Kiai FM. ""Selama ini klien kami kooperatif datang untuk memenuhi panggilan penyidik dan kami menilai kasus itu masih prematur, sehingga kami akan mengajukan gugatan praperadilan atas kasus itu ke PN Jember,"" katanya. Kasus kekerasan seksual terhadap para santri di lingkungan pondok pesantren tersebut terungkap setelah istri dari Kiai FM itu melaporkannya ke Polres Jember.",Tenaga Pendidik
3 Siswa Parepare Dicabuli Guru Honorer Pakai Modus Bimbingan Mental,"Jumat, 20 Jan 2023 15:25 ",https://www.cnnindonesia.com/nasional/20230120142550-12-903091/3-siswa-parepare-dicabuli-guru-honorer-pakai-modus-bimbingan-mental,"3 Siswa Parepare Dicabuli Guru Honorer Pakai Modus Bimbingan Mental. Tiga siswa di Kota Parepare, Sulawesi Selatan, dicabuli oleh seoranga guru inisial, AU (44).a Guru honorer tersebut diketahui residivisa di kasus pencabulan.""Iya benar, tiga korban yakni, RF (15), S (17) dan MZ (15). Tersangka sudah kita amankan. Dia juga residivis kasus yang sama pada tahun 2012 lalu,"" kata Kasat Reskrim Polres Parepare, AKP Deki Marizaldi kepada CNNIndonesia.com, Jumat (20/1). Deki menerangkan, bahwa aksi pencabulan tersebut terjadi saat ada kegiatan bimbingan fisik dan mental di salah satu sekolah di Parepare yang berlokasi di pemakaman umum Panroko Jalan Hikmah, Kecamatan Bacukiki Barat, Kota Parepare. ""Modus tersangka pada saat ikut bimbingan dan berada di pos menyuruh ketiga korban untuk mencium dan memegang alat kelamin tersangka dan para korban,"" jelasnya. Selain itu, kata Deki bahwa tersangka juga menyuruh para korbannya untuk mengirimkan foto telanjang ke akun WhatsApp tersangka. ""Mereka pun terpaksa mengikuti suruhan tersangka karena takut, sebab tersangka adalah pembina dalam kegiatan tersebut,"" ungkapnya. Akibat perbuatannya, kata Deki tersangka pun dijerat dengan Undang-undang Nomor 23 tahun 2002 tentang perlindungan anak pasal 82 ayat (1) dan ayat (2) juncto pasal 76E dan pasal 6 huruf C juncto pasal 15 ayat (1) huruf B Undang-undang Nomor 12 tahun 2022 tentang tindak pidana kekerasan seksual. ""Tersangka kita jerat dengan pasal berlapis dengan ancaman hukuman 12 tahun penjara,"" pungkasnya.",Tenaga Pendidik
Ayah Penganiaya Anak di Jaksel Ditetapkan Jadi Tersangka,"Senin, 09 Jan 2023 16:57 ",https://www.cnnindonesia.com/nasional/20230109165249-12-898041/ayah-penganiaya-anak-di-jaksel-ditetapkan-jadi-tersangka,"Ayah Penganiaya Anak di Jaksel Ditetapkan Jadi Tersangka. Polisi menetapkan Raden Indrajana Sofiandi (RIS) sebagai tersangka dalam kasus penganiayaan terhadap anak kandungnya di Jakarta Selatan.Kasi Humas Polres Metro Jakarta Selatan AKP Nurma Dewi mengatakan RIS ditetapkan sebagai tersangka setelah diperiksa oleh penyidik. ""Ditetapkan (sebagai tersangka) waktu hari Jumat setelah gelar perkara. Setelah dia diperiksa hari Kamis,"" kata Nurma kepada wartawan, Senin (9/1). Dalam kasus ini, RIS dijerat Pasal 76 C UU Nomor 35 tahun 2014 dengan ancaman penjara 3 tahun 6 bulan. Rencananya, besok RIS akan diperiksa dalam kapasitasnya sebagai tersangka. ""Besok diperiksa sebagai tersangka,"" ucap Nurma. Aksi pemukulan terhadap anak oleha RIS viral di media sosial. Bahkan, Wakil Ketua Komisi III DPR, Ahmad Sahroni juga mengunggahnya di akun Instagram miliknya. Kasus pemukulan itu telah dilaporkan oleh KEYa yang merupakan ibu korban dan teregister dengan nomor LP/B/2301/I/X/2022/SPKT/Polres Metro Jaksel/Polda Metro Jaya.Peristiwa terjadi pada tahun 2021 hingga 2022. Terlapor kerap melakukan kekerasan terhadap korban, KR, dengan cara memukul kepala korban hingga menendang punggung korban.",Keluarga
"Pelaku Penculikan Malika Jadi Tersangka, Dijerat Pasal Berlapis","Selasa, 03 Jan 2023 19:20 ",https://www.cnnindonesia.com/nasional/20230103191004-12-895695/pelaku-penculikan-malika-jadi-tersangka-dijerat-pasal-berlapis,"Pelaku Penculikan Malika Jadi Tersangka, Dijerat Pasal Berlapis.  Polisi telah menetapkan pelakua penculikan bocah Malika Anastasya (6), Irwan Sumarno (42), sebagai tersangka. Ia bakal dijerat dengan pasal berlapis.Kabid Humas Polda Metro Jaya Kombes Endra Zulpan mengatakan penetapan tersangka dilakukan penyidik berdasarkan pemeriksaan sejumlah saksi dan juga alat bukti berupa visum. ""Sudah pasti tersangka,"" ujar Zulpan saat dikonfirmasi, Selasa (3/1). Zulpan menjelaskan penetapan Iwan sebagai tersangka pun diperkuat dengan bukti pemukulan terhadap Malika.Ia menyebut dari hasil pemeriksaan, Malika kerap mendapatkan kekerasan dari Iwan jika tak melakukan hal yang diperintahkan. Berdasarkan hasil visum dari Rumah Sakit Bhayangkara juga ditemukan bekas memar sentilan di bibir hingga tendangan di bagian punggung. ""Jadi kekerasan itu dilakukan karena untuk menggunakan M di dalam rangka untuk kegiatan mencari ekonomi dengan memulung,"" ujarnya. Atas perbuatannya itu, Zulpan mengatakan pelaku dijerat dengan pasal berlapis yakni Pasal 330 ayat 2 KUHP tentang penculikan dan Pasal 76 huruf C, Pasal 76 huruf i, dan Pasal 80 UU Nomor 35 Tahun 2014 tentang Perlindungan Anak. ""Di mana di sini terjadi pelanggaran terhadap anak maupun penelantaran terhadap anak, kekerasan fisik terhadap anak,"" katanya .Sebelumnya, Malika diculik pada 7 Desember 2022 di Jakarta Pusat. Ia ditemukan di daerah Ciledug, Senin (2/1) malam. Pelaku atas nama Iwan Suwarno yang merupakan seorang pemulung juga berhasil ditangkap oleh aparat kepolisian.",Orang asing
Pernyataan Polisi Terkait Perkembangan Kasus Dugaan Kekerasan Anak Isa Bajaj,"22/04/2024, 08:21 ",http://www.kompas.com/hype/read/2024/04/22/082150666/pernyataan-polisi-terkait-perkembangan-kasus-dugaan-kekerasan-anak-isa,"Pernyataan Polisi Terkait Perkembangan Kasus Dugaan Kekerasan Anak Isa Bajaj. Anak komedian Isa Bajaj yang berinisial C mengalami dugaan kekerasan saat tengah bermain di alun-alun kota Magetan pada Jumat (19/4/2024). Adapun Isa Bajaj telah melaporkan tindak dugaan kekerasan itu serta membawa sang anak ke rumah sakit untuk menjalani visum.Kini polisi tengah melakukan langkah untuk kasus tesebut. merangkumnya sebagai berikut. Polisi terus mendalami kasus dugaan kekerasan yang menimpa anak Isa Bajaj. Kasatreskrim Polres Magetan AKP Angga Perdana Brahmada juga menyebut telah melakukan olah TKP sekaligus memeriksa beberapa orang saksi. Olah TKP yang berlangsung lancar dengan Pak Isa Bajaj maupun dengan anaknya, kata Angga saat dihubungi baru-baru ini. Saat ini masih mendalami terkait dengan saksi-saksi yang ada di tempat kejadian perkara di sekitaran Patung Suryo di sekitar Alun-alun Magetan, tambah Angga. Angga menambahkan, pihak kepolisian akan melakukan koordinasi dengan Dinas Pengendalian Penduduk Keluarga Berencana Pemberdayaan Perempuan dan Perlindungan Anak (DPPKBP3A) Pemerintah Kabupaten Magetan untuk pendampingan terhadap anak Isa Bajaj. Angga berujar, pendampingan psikologis tengah diusahakan.. Ya itu kita akan koordinasi sama pihak terkait. Biasanya kami sama dinas yang ada di Kabupaten Magetan, ucap Angga. Kami akan koordinasi untuk mengatasi trauma yang dialami. Apalagi masih anak-anak (korbannya),  tambah Angga.Di sisi lain, Kepala Bidang Pemberdaayaan Perempuan dan Perlindungan Anak Dinas KB Kabupaten Magetan Indriana Agustin telah menjadwalkan pendampingan untuk anak Isa Bajaj. Adapun pendampingan tersebut guna mencari keterangan yang jelas dari korban. Keterangan yang diberikan harus dipastikan untuk kekerasan yang dialami seperti apa,"" ujar Indirana.Indriana juga membeberkan kondisi terkini dari C yang saat ini sudah mulai ceria. Meski begitu, pihaknya tetap akan menggali keterangan. Untuk anaknya sudah ceria, tetapi kita memastikan kekerasan yang dialami itu seperti apa, apakah ditendang atau apakah ditabrak karena dari keterangan yang diberikan bahwa kakak itu jahat,"" ungkap Indriana.",Orang asing
"5 Fakta soal Kekerasan yang Dialami Anak Isa Bajaj, Korban Tidak Berani Buang Air Kecil","21/04/2024, 17:30 ",http://www.kompas.com/tren/read/2024/04/21/173000765/5-fakta-soal-kekerasan-yang-dialami-anak-isa-bajaj-korban-tidak-berani,"5 Fakta soal Kekerasan yang Dialami Anak Isa Bajaj, Korban Tidak Berani Buang Air Kecil. Aktor dan pelawak Isa Wahyu Prastantyo atau Isa Bajaj melaporkan kasus dugaan kekerasan yang dialami anaknya di Alun-alun Magetan, Jawa Timur. Isa mendatangi Polres Magetan pada Jumat (19/4/2024) pukul 09.00 WIB bersama istri dan ketiga anaknya.Kasi Humas Polres Magetan Kompol Budi Kuncahyo mengungkapkan, saat ini kasus tersebut sedang ditangani oleh Satuan Reskrim Polres Magetan. Budi juga mengatakan, polisi sudah memeriksa seorang pria yang diduga sebagai pelaku tindak kekerasan kepada anak Isa Bajaj. ""Belum bisa dipastikan apakah bisa ditingkatkan menjadi tersangka atau tetap menjadi saksi, sabar dulu ya. Beri waktu penyidik untuk progres pengembangan,"" ungkap Budi, dikutip dari  Sabtu (20/4/2024). Kepala Dinas Pengendalian Penduduk, Keluarga Berencana, Pemberdayaan Perempuan dan Perlindungan Anak (PPKB PP dan PA) Kabupaten Magetan Miftahudin mengungkapkan kekerasan yang dialami korban. Kejadian berawal saat korban dan saudaranya bermain di Alun-alun Magetan pada Kamis (18/4/2024) sekitar pukul 15.00 WIB. Selain itu, korban diduga mengalami pemukulan di bagian sensitifnya oleh pelaku. Dari pengakuan mereka, korban ditendang oleh seorang pria yang memakai kacamata, ungkap Miftahudin, dilansir dari  Jumat (19/4/2024). Kepala Bidang Pemberdaayaan Perempuan dan Perlindungan Anak Dinas KB Kabupaten Magetan Indriana Agustin memperkuat dugaan kekerasan tersebut. Indriana mengungkapkan bahwa hasil asesmen menunjukkan bahwa korban diduga mengalami kekerasan. Menurut pengakuan Isa, anaknya mengalami luka di bagian sensitif hingga sempat tidak berani untuk buang air kecil .""Kondisi (korban) baik kawan-kawan, masih belum mau pipis sampai detik ini,"" kata Isa, dikutip dari  Sabtu (20/4/2024). Usai melaporkan ke polisi, Isa membawa anaknya ke rumah sakit untuk diperiksa dan melakukan visum. ""Good news (korban) mau pipis setelah kejadian sebelum Magrib, barusan pipis walau sambil nangis kesakitan,"" tutur Isa.",Orang asing
Manajemen Pengasuh yang Diduga Aniaya Anak Selebgram Malang Minta Maaf,"30/03/2024, 20:26 ",http://regional.kompas.com/read/2024/03/30/202617578/manajemen-pengasuh-yang-diduga-aniaya-anak-selebgram-malang-minta-maaf,"Manajemen Pengasuh yang Diduga Aniaya Anak Selebgram Malang Minta Maaf. Pihak manajemen Val The Consultant meminta maaf terkait salah satu babysitter binaanya yang diduga telah menganiaya seorang anak selebgram di Malang, Jawa Timur (Jatim). Manajemen menyesalkan atas terjadinya aksi penganiayaan yang diduga dilakukan oleh pengasuh tersebut. ""Dalam kasus yang menimpa ibu @emyaghnia dan putri Cana, Val The Consultant meminta maaf dan sangat menyesalkan kejadian tersebut. Kami secara tegas tidak menoleransi segala bentuk kekerasan dalam pengasuhan anak,"" tulis akun @val_theconsultant. Val The Consultant menyebutkan, tindakan yang dilakukan pelaku berinisial IPS (27) tersebut sudah merusak citra perusahaan. Selain itu, tersangka juga merugikan para pekerja di sana.""Kejadian ini tentu saja mencoreng salah satu nilai yang telah ditanamkan pada pelayanan kami selama ini. Kejadian ini pun tentu saja merugikan citra ribuan pekerja kami lainya,"" jelasnya. ""Karena itu kami sebagai perusahaan yang bergerak di bidang penyalur pengasuhan anak, turut mendukung penyelesaian kasus yang terjadi dan siap membantu proses hukum sebagaimana mestinya,"" tambahnya. Val The Consultant berpendapat, pengasuh anak seharusnya menjadi seseorang yang bisa diadalkan. Terutama ketika orang tuanya tengah bekerja di tempat yang jauh dari rumah. ""Pengasuh anak sejatinya bisa menjadi orang yang dipercaya dan diandalkan apalagi ketika orangtua sedang tidak ada di rumah. Untuk para pekerja kami yang sedang menjalankan tugas, lakukan dengan hati dan senantiasa berpegang teguh pada prinsip bahwa bekerja adalah sama halnya dengan ibadah,"" tutupnya. Sementara itu, berdasarkan pantauan  kantor Val The Consultant yang berada di salah satu perumahan di Jalan Kalisari Permai, Mulyorejo, Surabaya tersebut terlihat sepi dan hanya ada beberapa orang di bangunan itu.Tampak kantor bercat putih tersebut seperti bangunan rumah yang ada di sekitar lokasi. Tidak terlihat sama sekali plakat ataupun papan yang menunjukan tulisan Val The Consultant. Akan tetapi, terlihat di depan kantor tersebut ada sebuah mobil berwarna putih yang bertuliskan Val The Consultant. Namun, tak lama kendaraan tersebut pun meninggalkan lokasi.Seorang perempuan yang mengaku menjadi pembantu di rumah tersebut mengatakan, salah satu staf Val The Consultant yang berada di lokasi enggan memberikan keterangan. ""Ibu enggak berkenan, belum bisa diwawancarai, maaf. Benar-benar enggak bisa mohon maaf, ini dia staf (Val The Consultant),"" kata perempuan tersebut ketika ditemui di lokasi, Sabtu (30/3/2024).",Pengasuh
