Judul,Tanggal,Link,Isi Berita,Label,
"Viral Balita Dianiaya, Psikolog Ingatkan Tak Hakimi Ortu yang Titip Anak di Daycare","Jumat, 02 Agu 2024 06:00",https://health.detik.com/berita-detikhealth/d-7469418/viral-balita-dianiaya-psikolog-ingatkan-tak-hakimi-ortu-yang-titip-anak-di-daycare,"Viral Balita Dianiaya, Psikolog Ingatkan Tak Hakimi Ortu yang Titip Anak di Daycare. Viral kasus penganiayaan balita di tempat penitipan anak atau daycare di Depok, Jawa Barat. Kasus tersebut terungkap setelah salah satu pengasuh melaporkan kejadiannya kepada pihak kepolisian. Satu anak berinisial MK berusia dua tahun. Korban lainnya berinisial HW berusia sembilan bulan. Polisi telah menetapkan Meita Irianty, pemilik daycare, menjadi tersangka. Terlepas dari kejadian tersebut, psikolog anak dan keluarga Rika Kristina mengingatkan sangat penting untuk orang tua untuk melihat kondisi daycare sebelum memutuskan menitipkan buah hatinya. Menitipkan anak baik kepada baby sitter atau daycare biasanya menjadi pilihan orang tua bekerja. Namun dia menegaskan menitipkan anak ke pengasuhan orang lain bukan tanda pengabaian. Tidak seharusnya orang tua yang menitipkan anak dihakimi karena memasukkan anak ke daycare. ""Setiap orang punya situasi dan kondisinya masing-masing, dan pasti setiap pilihan sudah dipikirkan dengan matang. Apapun pilihannya pasti ada risiko, baik itu pakai ART, babysitter, titip mertua,"" kata Rika. Kasus kekerasan terhadap anak bisa diminimalisir dengan melakukan riset sebelum memilih daycare. Bisa dilakukan dengan mendatangi langsung atau bertanya dengan kerabat lainnya. Selain itu penting juga memeriksa lisensi pengasuh yang bersosialisasi dengan anak. Pastikan pengasuh memiliki kualifikasi dan pengalaman yang tepat sehingga meminimalisir kejadian yang tidak diinginkan. ""Dari jawaban yang ada dan lokasi yang kita lihat, kita akan bisa menlai apakah daycare itu pas atau aman untuk anak atau nggak,"" ucap Rika.",Pengasuh,
Seorang Ayah di Sibolga Tega Cabuli Anak Kandungnya,"Rabu, 10 Apr 2024 14:22",https://www.detik.com/sumut/hukum-dan-kriminal/d-7287503/seorang-ayah-di-sibolga-tega-cabuli-anak-kandungnya,"Seorang Ayah di Sibolga Tega Cabuli Anak Kandungnya. Seorang anak perempuan yang masih berusia 9 tahun menjadi korban pencabulan oleh ayah kandungnya, inisial MY (46), di Kota Sibolga, Provinsi Sumatera Utara (Sumut). Kini, pelaku telah ditahan untuk diproses hukum lebih lanjut. ""Pada Jumat (5/4), ibunya inisial FA (35) sedang berada di rumah. Tiba-tiba anak laki-lakinya memberi tahu, ayahnya sedang mencabuli korban yang merupakan kakaknya,"" terang Kapolres Sibolga AKBP Achmad Fauzy, Rabu (10/4/2024). Achmad mengatakan kejadian ini terungkap saat adik laki-laki korban mengadukan tindakan tidak senonoh ayahnya ke ibunya berinisial FA. FA pun mengecek kejadian itu benar atau tidaknya. Merasa keberatan, FA membuat laporan di Polres Sibolga agar suaminya diproses hukum. Petugas melakukan penyelidikan dan pelaku berhasil ditangkap saat berada di rumah adik iparnya pada Selasa (9/4). Saat ditemukan urine, pelaku melakukan tes urine dan positif narkoba. ""Jadi ini pelakunya positif narkoba jenis ganja dan mengaku telah mencabuli anak. Kini, pelaku telah ditahan dan akan diberikan hukuman sesuai ketentuan yang berlaku,"" tutupnya. Penulis Keterangan foto:  Seorang anak perempuan yang masih berusia 9 tahun menjadi korban pencabulan oleh ayah kandungnya, inisial MY (46), terjadi di Kota Sibolga, Provinsi Sumatera Utara (Sumut). Kini, pelaku telah ditahan untuk diproses hukum lebih lanjut. ",Keluarga,
Siswi SMP di Minsel Di-bully dan Ditampar Teman Diduga Dipicu Masalah Asmara,"Jumat, 06 Sep 2024 13:15",https://www.detik.com/sulsel/berita/d-7527540/siswi-smp-di-minsel-di-bully-dan-ditampar-teman-diduga-dipicu-masalah-asmara,"Siswi SMP di Minsel Di-bully dan Ditampar Teman Diduga Dipicu Masalah Asmara. Kasus siswi SMP berinisial A di Kabupaten Minahasa Selatan (Minsel), Sulawesi Utara (Sulut), yang menjadi korban bully atau perundungan teman kelasnya ternyata dipicu persoalan asmara. Dinas Pendidikan (Disdik) Minsel turun tangan memediasi perkara tersebut.""Bayangkan anak umur 13-14 tahun masalah dimulai dari cowok (percintaan),"" ujar Kepala Disdik Minsel, Arthur Tumipa, Jumat (6/9/2024). Tumipa menjelaskan, pelaku cemburu terhadap hubungan korban dengan salah satu pria yang dekat dengannya. Hal ini memicu pelaku mem-bully hingga menampar korban di dalam kelas. ""Yang memukul ini naksir sama si cowok. Saya tanya sama dia (pelaku) sudah jadi atau belum, katanya masih PDKT (pendekatan),"" ujarnya. Dia menambahkan, kasus ini sudah dimediasi. Kedua belah pihak sudah dipertemukan agar tidak mengulangi perbuatannya. ""Kita akan pantau perkembangan, jika masih terjadi lagi maka anak-anak yang melakukan bullying ini akan dirumahkan,"" terang Tumipa. Pihaknya juga memperingatkan kepala sekolah untuk meningkatkan pengawasan. Tumipa menekankan agar kawasan sekolah harus bebas dari aksi bully atau kekerasan .""Kita warning bila masih terjadi lagi hal yang serupa maka akan kami copot (kepala sekolah). Begitu juga dengan guru-guru pengawas yang ada di sekolah tersebut,"" ujarnya. ""Orang tua juga kita ingatkan untuk melakukan pendidikan di rumah, karena siswa hanya sekitar 6-7 jam berada di sekolah,"" tambah Tumipa. Sebelumnya diberitakan, aksi bully itu terjadi di salah satu SMP di Kecamatan Sinonsayang, Minsel pada Selasa (3/9) sekira pukul 10.00 Wita. Peristiwa yang viral di media sosial ini dilaporkan ke polisi. ""Orang tua jadi membuat laporan resmi di Polres. Kemarin kalau tidak salah sore sudah datang ke Polres,"" ujar Kasat Reskrim Polres Minahasa Selatan Iptu Ahmad Pratama, Kamis (5/9). Dalam video beredar, korban diteriaki hingga ditampar oleh teman sekelasnya. Rekan sekelasnya yang lain tidak ada yang berupaya melerai.",Teman,
Pria di Sumbar Ditangkap usai Perkosa Anak Tiri 2 Kali,"Minggu, 07 Apr 2024 07:00",https://www.detik.com/sumut/hukum-dan-kriminal/d-7282674/pria-di-sumbar-ditangkap-usai-perkosa-anak-tiri-2-kali,"Pria di Sumbar Ditangkap usai Perkosa Anak Tiri 2 Kali. Pria berinisial E (35), warga Kecamatan Suliki, Kabupaten Limapuluh Kota, Sumatera Barat (Sumbar), ditangkap polisi karena diduga mencabuli dan menyetubuhi anak tirinya berinisial F (15). Aksi bejat pelaku dilakukan sebanyak 2 kali sejak 2023 lalu di rumahnya. ""Pelaku sudah kami amankan di Polres. Sementara pencabulan dan persetubuhan ini dilakukan dia sebanyak 2 kali. Yang pertama itu di bulan Juli dan terakhir di Desember 2023 lalu,"" kata Kasat Reskrim Polres Limapuluh Kota, Iptu Hendra kepada detikSumut, Sabtu (6/4/2024). Hendra menyebut pelaku diamankan sejak Kamis (4/4) lalu. Sementara kasus ini terungkap usai korban melaporkan kejadian yang dialami pada ibunya beberapa hari sebelum pelaku ditangkap. ""Pelaku sejak Kamis lalu sudah kami amankan. Sementara kasus ini baru terungkap beberapa hari sebelum penangkapan. Sementara kalau lamanya kasus ini terungkap, karena korban takut melaporkan,"" jelasnya. E sendiri menurut Hendra sudah mengakui perbuatannya. Sementara saat ini pelaku terancam Pasal 81 Ayat 1 junto Pasal 76 J pasal 81 Ayat 3 Undang-Undang 35 2014 tentang perlindungan anak dengan hukuman maksimal 15 tahun penjara. ""Pelaku kami kenakan pasal berlapis. Itu mulai dari Pasal 81 Ayat 1 junto Pasal 76 J pasal 81 Ayat 3 Undang-Undang 35 2014 tentang perlindungan anak dengan hukuman maksimal 15 tahun penjara. Sementara pelaku sendiri juga telah mengakui perbuatannya,"" jelasnya. Hendra juga mengajak masyarakat untuk lebih mengawasi anak-anaknya. Saat ini pelaku kejahatan seksual menurutnya banyak berasal dari orang terdekat. ""Tentu kami tidak bosan-bosan mengajak orang tua selalu mengawasi anaknya. Karena pelaku cabul dan kejahatannya lainya banyak berasal dari orang terdekat. Jadi kembali kita tingkatkan lagi pengawas terhadap anak,"" tutupnya.",Keluarga,
Ayah di Situbondo Sempat Ancam Begini Sebelum Hamili Anak Kandungnya,"Jumat, 05 Apr 2024 12:55",https://www.detik.com/jatim/hukum-dan-kriminal/d-7279912/ayah-di-situbondo-sempat-ancam-begini-sebelum-hamili-anak-kandungnya,"Ayah di Situbondo Sempat Ancam Begini Sebelum Hamili Anak Kandungnya. Seorang ayah di Situbondo dilaporkan ke polisi karena diduga menghamili anak kandungnya. Akibatnya, korban melahirkan seorang anak perempuan.Menurut keterangan kakak kandung korban, korban diancam oleh pelaku. Yakni dengan mengatakan jika perbuatan itu disampaikan ke ibunya atau orang lain, maka ayahnya kemungkinan bercerai dengan ibunya.""Karena adik saya takut ayah dan ibunya berpisah, akhirnya diam saja,"" kata perempuan berusia 30 tahunan saat berbincang dengan detikJatim di Mapolres Situbondo, Jumat (5/4/2024). Dari pengakuan korban, imbuhnya, dia terpaksa melayani aksi bejat ayah beberapa kali. Meski ia melayaninya dengan sangat terpaksa. ""Bahkan saat mengetahui hamil, adik saya tetap diam saja,"" kata perempuan yang mendampingi korban saat melapor tersebut. Diberitakan sebelumnya, seorang anak berusia 14 tahun mendatangi Polres Situbondo untuk melapor. Korban didampingi dua kakak perempuan, iparnya, serta beberapa kerabatnya. Korban merupakan warga Kecamatan Banyuputih, Situbondo. Korban juga mengaku telah melahirkan seorang bayi laki-laki sepekan lalu di RSU Asembagus. Sementara terduga pelaku yakni inisial B (48), yang tak lain merupakan ayah kandung korban. Ia sehari-hari berkerja sebagai nelayan.",Keluarga,
Fakta Nyesek Anak Kandung Dihamili Ayah hingga Melahirkan di Situbondo,"Jumat, 05 Apr 2024 11:15",https://www.detik.com/jatim/hukum-dan-kriminal/d-7279662/fakta-nyesek-anak-kandung-dihamili-ayah-hingga-melahirkan-di-situbondo,"Fakta Nyesek Anak Kandung Dihamili Ayah hingga Melahirkan di Situbondo. Kasus pemerkosaan anak terjadi di Situbondo. Seorang ayah memperkosa anak kandungnya yang berusia 14 tahun hingga hamil. Mirisnya lagi, kasus tersebut baru terbongkar setelah korban melahirkan. Peristiwa ini telah dilaporkan ke pihak berwajib.Keluarga korban mengaku awalnya tidak mengetahui kelakukan bejat pelaku asal Banyupatih Situbondo itu. Bahkan, keluarga juga tidak mengetahui kehamilan korban. Keluarga korban baru mengetahui pemerkosaan itu saat korban melahirkan. Peristiwa ini sempat menggegerkan keluarga. ""Seminggu lalu tiba-tiba mengeluh perutnya sakit. Setelah dibawa ke RSU Asembagus, ternyata melahirkan,"" kakak ipar korban, N, di Mapolres Situbondo, Kamis (4/4/2024). Keluarga pun mendesak korban untuk menceritakan kejadian sebenarnya. Korban akhirnya mengaku dihamili ayahnya sendiri. Korban kemudian melaporkan ayahnya ke kantor polisi. Korban tidak datang sendiri, ia didampingi sejumlah keluarganya. Mereka adalah dua kakak kandung perempuannya, ipar, dan sejumlah kerabat lainnya. Mereka langsung menuju SPKT (Sentra Pelayanan Kepolisian Terpadu). Korban sempat dimintai keterangan saat melapor ke SPKT. Namun, kasus tersebut kemudian dilimpahkan ke unit perlindungan perempuan dan anak (PPA) Satreskrim Polres Situbondo. ""Awalnya kami lapor ke polsek, tapi diarahkan langsung ke sini (polres),"" ujar N.",Keluarga,
Bejat Ayah di Situbondo Hamili Anak Kandung hingga Melahirkan,"Jumat, 05 Apr 2024 10:50",https://www.detik.com/jatim/hukum-dan-kriminal/d-7279625/bejat-ayah-di-situbondo-hamili-anak-kandung-hingga-melahirkan,"Bejat Ayah di Situbondo Hamili Anak Kandung hingga Melahirkan. Seorang ayah di Situbondo menghamili anak kandungnya yang berusia 14 tahun. Kelakuan bejat warga Banyuputih itu terungkap setelah korban melahirkan.""Awalnya kami lapor ke polsek, tapi diarahkan langsung ke sini (polres),"" ujar kakak ipar korban, N, di Mapolres Situbondo, Kamis (4/4/2024). N menuturkan, keluarganya tidak ada yang mengetahui kehamilan korban. Pemerkosaan baru diketahui setelah korban melahirkan. ""Seminggu lalu tiba-tiba mengeluh perutnya sakit. Setelah dibawa ke RSU Asembagus, ternyata melahirkan,"" katanya. Korban kemudian didesak untuk menceritakan kejadian sebenarnya. Korban pun mengaku dihamili ayahnya sendiri.Korban pun melaporkan ayahnya ke kantor polisi didampingi sejumlah keluarganya. Keluarga yang ikut mendampingi, yaitu dua kakak kandung perempuannya, ipar, dan sejumlah kerabat lainnya.Mereka langsung menuju SPKT (sentra pelayanan kepolisian terpadu). Di sana, pelapor dimintai keterangan. Kemudian dilimpahkan ke unit perlindungan perempuan dan anak (PPA) Satreskrim Polres Situbondo.",Keluarga,
"Modus Beri Jus Agar Terlelap, Pria di Polman Perkosa Anak Tiri 6 Kali","Sabtu, 24 Agu 2024 22:30",https://www.detik.com/sulsel/hukum-dan-kriminal/d-7506747/modus-beri-jus-agar-terlelap-pria-di-polman-perkosa-anak-tiri-6-kali,"Modus Beri Jus Agar Terlelap, Pria di Polman Perkosa Anak Tiri 6 Kali. Pria berinisial I (36) di Kabupaten Polewali Mandar (Polman), Sulawesi Barat (Sulbar), tega memperkosa anak tirinya berusia 16 tahun. Pelaku melakukan aksinya dengan modus memberi korban minuman jus. ""Awalnya korban diberi minuman sehingga tidak sadar sehingga disetubuhi. Paginya korban merasakan kalau sudah digauli,"" kata Kanit PPA Satreskrim Polres Polman Ipda Mulyono kepada wartawan, Sabtu (24/8/2024). ""Menurut keterangan korban, yang diminum itu sejenis jus jeruk,"" sambungnya. Pelaku sendiri terhitung sudah enam kali melakukan perbuatannya. Kekerasan seksual tersebut pertama kali terjadi sejak korban duduk di bangku kelas 1 SMA pada tahun 2022.""Pada saat awal kejadian berdasarkan keterangan korban dan dibenarkan terduga pelaku. Saat itu istrinya atau ibu korban sedang menjalani rawat inap di rumah sakit pasca menjalani operasi,"" jelasnya. ""Korban menerangkan bahwa diancam si pelaku, (perbuatannya) jangan disampaikan kepada siapa-siapa, akan dipukul,"" terang Mulyono. Belakangan korban memberanikan diri mengungkap ulah bejat pelaku. Polisi yang menerima laporan dari keluarga korban meringkus pelaku di Enrekang, Sulawesi Selatan (Sulsel), Jumat (23/8) sekira pukul 01.00 Wita. ""Ketika mengetahui dilaporkan ke pihak kepolisian, terduga pelaku menghindar dan bersembunyi di daerah Enrekang. Ketika diketahui keberadaannya, kami jemput untuk dimintai keterangan,"" ujar Mulyono. Mulyono menyebut pelaku sudah ditetapkan sebagai tersangka. Dia dijerat Pasal 81 ayat 1 dan ayat 2 Undang-Undang nomor 23 Tahun 2002 tentang Perlindungan Anak.""Ancaman hukumannya 15 tahun penjara,"" pungkasnya.",Keluarga,
Honorer Damkar yang Viral Cabuli Anak Kandung Ditangkap!,"Selasa, 02 Apr 2024 22:03",https://www.detik.com/sumut/hukum-dan-kriminal/d-7274932/honorer-damkar-yang-viral-cabuli-anak-kandung-ditangkap,"Honorer Damkar yang Viral Cabuli Anak Kandung Ditangkap! Viral tenaga honorer pemadam kebakaran di Jakarta Timur (Jaktim) diduga mencabuli anak kandungnya sendiri. Aksi pria tersebut diungkap ibu korban yang merupakan mantan istrinya ke media sosial. Kini, terduga pelaku berinisial SN tersebut pun ditangkap. Ibu korban mengucapkan terima kasih ke semua pihak yang memberi dukungan dalam menghadapi kasus tersebut. ""Terima kasih banyak sudah mendukung kasus saya dan anak saya ini. Bisa sampai ke titik ini,"" kata ibu korban di Polda Metro Jaya, Selasa (2/4/2024). Secara khusus, ibu korban juga mengucapkan terima kasih pada pihak kepolisian yang telah menangani kasus tersebut usai dilaporkan. ""Terima kasih banyak buat teman-teman semuanya yang sudah membantu kasus anak saya sampai sejauh ini dan alhamdulillahnya sudah tertangkap ya. Terus saya juga mau ucapin terima kasih banyak ke Pak Ade Ary (Kabid Humas Polda Metro Jaya) dan rekan-rekan kepolisian semuanya yang udah mau bantu saya,"" imbuhnya. Sebelumnya, ibu korban melaporkan kasus tersebut ke Polda Metro Jaya pada 6 Februari 2024. Aksi bejat SN itu diduga dilakukan di kawasan Cipayung, Jaktim. Usai ditangkap, SN juga langsung ditetapkan sebagai tersangka kasus pencabulan terhadap anak kandung tersebut. ""Benar telah dilakukan penangkapan terhadap tersangka ini prosesnya telah dilalui gelar perkara dan penetapan tersangka berdasarkan bukti yang cukup,"" kata Kombes Ade, Selasa (2/4). SN ditangkap di rumahnya di daerah Cilangkap, Jakarta Timur, pukul 14.27 WIB tadi. Saat ditangkap, SN kooperatif dan langsung di bawa ke Polda Metro Jaya.Usai ditangkap, SN akan menjani pemeriksaan lebih lanjut. ""Dilakukan pemeriksaan kesehatan saat ini tersangka sedang diperiksa penyidik,"" ucapnya. Atas perbuatannya SN dijerat Pasal 82 juncto Pasal 76 E Undang-Undang Nomor 17 Tahun 2016 tentang Perlindungan Anak.",Keluarga,
Honorer Damkar Jaktim Akhirnya Ditangkap Usai Geger Cabuli Anak Sendiri,"Selasa, 02 Apr 2024 21:01",https://news.detik.com/berita/d-7274937/honorer-damkar-jaktim-akhirnya-ditangkap-usai-geger-cabuli-anak-sendiri,"Honorer Damkar Jaktim Akhirnya Ditangkap Usai Geger Cabuli Anak Sendiri. Pria berinisial SN (27) yang merupakan tenaga honorer pemadam kebakaran Jakarta Timur (damkar Jaktim) akhirnya ditangkap polisi. SN akan diproses hukum atas dugaan pencabulan terhadap anak kandungnya sendiri. Hampir dua bulan lalu, mantan istri melaporkan SN ke Polda Metro Jaya. SN dilaporkan ke polisi karena diduga mencabuli anaknya yang berusia 5 tahun. ""Telah ditangkap seorang laki-laki, tersangka atas nama SN yang dilaporkan oleh mantan istrinya atas dugaan peristiwa pencabulan atau kekerasan seksual terhadap anak kandungnya,"" kata Kabid Humas Polda Metro Jaya Kombes Ade Ary Syam Indradi kepada wartawan, Selasa (2/4/2024). SN ditangkap di rumah di daerah Cilangkap, Jakarta Timur, pukul 14.27 WIB tadi. Polisi mengatakan SN kooperatif saat ditangkap untuk dibawa ke Polda Metro Jaya. SN digiring ke Polda Metro Jaya. Honorer damkar Jaktim ini akan diperiksa lebih lanjut. ""Dilakukan pemeriksaan kesehatan, saat ini tersangka sedang diperiksa penyidik,"" ucap Ade Ary. Pantauan detikcom, SN terlihat mengenakan hoodie berwarna abu dan hitam. Pelaku juga mengenakan masker berwarna hitam saat digiring penyidik dari Ditreskrimum Polda Metro Jaya. Tak ada sepatah kata terucap dari mulut SN. Tak terlihat raut penyesalan dari pelaku. SN ditangkap setelah penyidik melakukan gelar perkara. SN juga telah ditetapkan sebagai tersangka dugaan pencabulan terhadap anak sendiri. ""Benar telah dilakukan penangkapan terhadap tersangka ini prosesnya telah dilalui gelar perkara dam penetapan tersangka berdasarkan bukti yang cukup,"" kata Ade Ary. Polisi menyatakan akan mengusut tuntas kasus ini. Atas perbuatannya, SN dijerat pasal berlapis.",Keluarga,
"Ditangkap, Honorer Damkar Diduga Cabuli Anak Sendiri Sudah Jadi Tersangka","Selasa, 02 Apr 2024 16:31",https://news.detik.com/berita/d-7274443/ditangkap-honorer-damkar-diduga-cabuli-anak-sendiri-sudah-jadi-tersangka,"Ditangkap, Honorer Damkar Diduga Cabuli Anak Sendiri Sudah Jadi Tersangka. Pria berinisial SN, yang merupakan tenaga honorer pemadam kebakaran (damkar) Jakarta Timur (Jaktim), ditangkap polisi. SN juga telah ditetapkan sebagai tersangka dugaan pencabulan terhadap anak sendiri. ""Benar telah dilakukan penangkapan terhadap tersangka ini prosesnya telah dilalui gelar perkara dam penetapan tersangka berdasarkan bukti yang cukup,"" kata Kabid Humas Polda Metro Jaya Kombes Ade Ary Syam Indradi kepada wartawan, Selasa (2/4/2024).SN ditangkap di rumah di daerah Cilangkap, Jakarta Timur, pukul 14.27 WIB tadi. Polisi mengatakan SN kooperatif saat ditangkap untuk dibawa ke Polda Metro Jaya. Pegawai Penyedia Jasa Lainnya Orang Perorangan (PJLP) damkar Jaktim ini telah dibawa ke Polda Metro Jaya untuk diperiksa lebih lanjut. ""Dilakukan pemeriksaan kesehatan saat ini tersangka sedang diperiksa penyidik,"" ucapnya. Polisi menangkap SN setelah melakukan gelar perkara. Atas perbuatannya, SN dijerat pasal berlapis. ""Tersangka SN atas dugaan tindak pidana pencabulan terhadap anak sebagaimana dimaksud Pasal 82 Jo Pasal 76 E undang-Undang Nomor 17 Tahun 2016 tentang Perlindungan Anak,"" ujarnya. Kabid Humas Polda Metro Jaya Kombes Ade Ary Syam Indradi menyampaikan kasus ini dilaporkan ke Polda Metro Jaya pada 6 Februari 2024. Terlapor dalam laporan tersebut adalah pria berinisial SN. ""Tanggal 6 Februari 2024 kita terima laporan, pelapor Saudari PA. Terlapor SN, diduga kejadiannya di Cipayung, Jakarta Timur,"" jelas Ade Ary saat dihubungi detikcom, Rabu (20/3). Dalam laporannya, PA, yang merupakan ibu kandung korban, melaporkan adanya dugaan pencabulan yang dilakukan oleh SN, yang juga mantan suaminya. Korban adalah anak perempuan berusia 5 tahun. ""Pencabulan terhadap anak di bawah umur, usia 5 tahun,"" imbuhnya. Laporan tersebut saat ini ditangani oleh Subdit Renakta Ditreskrimum Polda Metro Jaya. Polisi telah meminta keterangan kepada pelapor. ""Yang sudah dilakukan BAP pelapor dan melakukan visum. Hasil visum sudah di penyidik,"" pungkasnya.",Keluarga,
Fakta Baru yang Terungkap dari Kasus Penganiayaan Anak Aghnia Punjabi,"Minggu, 31 Mar 2024 10:16",https://www.detik.com/jatim/hukum-dan-kriminal/d-7270256/fakta-baru-yang-terungkap-dari-kasus-penganiayaan-anak-aghnia-punjabi,"Fakta Baru yang Terungkap dari Kasus Penganiayaan Anak Aghnia Punjabi. Polisi telah menetapkan IPS sebagai tersangka penganiayaan terhadap anak selebgram asal Malang, Aghnia Punjabi. Perempuan 27 tahun itu terbukti telah melakukan penganiayaan keji pada balita berusia 3,5 tahun tersebut. Penganiayaan itu terungkap akibat kebohongan sang suster yang melapor ke Aghnia bahwa CA terjatuh hingga mengalami memar di matanya. Namun, sang ibu mengendus sejumlah kejanggalan.Sejumlah fakta baru pun terungkap usai polisi melakukan penyelidikan intensif atas kasus ini. Saat ini, IPS harus mendekam di balik jeruji besi dengan ancaman hukuman 5 tahun penjara. Kapolresta Malang Kota Kombes Pol Budi Hermanto menyatakan pemeriksaan maraton terhadap pelaku dilakukan sejak Jumat malam hingga Sabtu pagi. Setelah dilakukan gelar perkara, polisi menetapkan IPS sebagai tersangka. ""Setelah dilakukan pemeriksaan sejak kemarin (Jumat) malam hingga pagi tadi. IPS kami tetapkan sebagai tersangka,"" kata Budi Hermanto dalam konferensi pers di Mapolresta, Sabtu (30/3/2024).Budi menjelaskan bahwa seluruh tindakan tersangka kepada korban terekam CCTV. Dari rekaman itu diketahui bahwa tersangka melakukan pemukulan dengan buku, menyiram dengan minyak gosok, hingga membekap korban dengan boneka. ""Semua perbuatan tersangka terekam oleh CCTV dan sudah kami sita yang nantinya kami akan kirim ke labfor digital forensik,"" ujar perwira yang akrab disapa Buher tersebut.Buher mengungkapkan bagaimana penganiayaan itu terungkap. Semua bermula dari kebohongan tersangka yang bermaksud membuat alibi dengan melaporkan bahwa balita CA jatuh hingga mengalami luka memar di mata.Penganiayaan itu diketahui terjadi di rumah Aghnia, Perum Permata Jingga, Kecamatan Lowokwaru, Kota Malang pada Kamis (28/3). Peristiwanya terjadi sekitar pukul 04.18 WIB atau saat jam sahur. ""Jadi perkara ini berawal dari informasi suster kepada orang tua korban di mana anaknya mengalami cedera akibat jatuh ada memar di bagian mata sebelah kiri dan kening bagian tengah atas. Pada saat dikirim foto kepada orang tua korban, muncul kecurigaan sehingga orang tua korban membuka DVR CCTV yang ada di dalam kamar,"" ujarnya. Dari situ, kata Buher, diketahui ada tindakan kekerasan terhadap anak sang selebgram. Suster pengasuh itu telah memukul, menjewer, mencubit, bahkan menindih korban. ""Dan hasil sementara visum, ada bentuk luka memar pada mata sebelah kiri. Ada luka goresan di kuping di sebelah kanan dan kiri, begitu juga dengan bagian kening ataupun jidat,"" terangnya. Melihat putrinya dianiaya pengasuh, Aghnia Punjabi bersama suaminya, Reinukky Abidharma menghubungi Polresta Malang melalui telepon pada Jumat (28/3). Saat itu keduanya masih berada di Jakarta. Setelah menelepon polisi, keduanya kemudian bergegas terbang ke Malang. ""Setelah kami dihubungi orang tua korban kira-kira lebih kurang pukul 1 siang hari setelah salat Jumat, kita berkoordinasi dengan pihak keluarga pada saat itu baru landing dari Jakarta. Sehingga, tim melakukan koordinasi dan melihat dari sudut pandang CCTV, yang ada persesuaian sama dengan bentuk kamar yang ada di ruangan yang terlihat di CCTV,"" jelas Budi Hermanto.Akibat perbuatannya, tersangka IPS akan dijerat dengan pasal 80 ayat 2 Undang-Undang Republik Indonesia Nomor 35 Tahun 2014 tentang perlindungan terhadap anak dengan ancaman hukuman penjara 5 tahun. Aghnia Punjabi tak kuasa menahan tangis saat menceritakan bagaimana dirinya mengetahui kekejaman pengasuh putri sulungnya selama hampir satu tahun ini. Hatinya hancur melihat putrinya yang masih balita babak belur dianiaya tersangka. Ia mengaku saat kejadian dirinya tengah berada di Jakarta. Ia baru mengetahui setelah satu suster lain mengirim foto kondisi CA (3,5) yang diduga telah dianiaya tersangka. Menurut Aghnia, perbuatan keji tersangka dapat dilihat sendiri di rekaman CCTV yang diunggahnya. Hanya karena keajaiban Tuhan, putri sulungnya masih bisa bertahan. ""Kalau anak ini enggak dikasih keajaiban sama Allah mungkin sudah enggak ada. Karena benar-benar dihajar bukan kayak anak kecil lagi, dikejar ke sana kemari. Itu anak usia 3 tahun tidak ada yang menolong,"" tuturnya. Aghnia menuturkan, ada beberapa orang termasuk pembantu lain di dalam rumah saat peristiwa terjadi. Namun, mereka tak mendengar peristiwa itu karena tengah makan sahur di lantai bassment. Sementara kamar putrinya dikunci oleh tersangka. ""Ada mbak-mbak saya di bawah, sahurnya di bassment. Jadi tidak mendengar, kamar anak saya dikunci dan membuatnya dibiarkan di dalam kamar,"" tuturnya.Aghnia mengungkapkan motif tersangka menganiaya putrinya. Tersangka dendam dan menyiksa korban hanya karena tidak mau diobati lukanya.""Katanya nggak mau diobati, dan itu menjadi motif untuk menyiksa anak saya,"" tuturnya. Ibu dua anak ini mengaku telah menaruh curiga selama satu tahun tersangka bekerja. Ketika melihat adanya bekas cubitan pada tubuh putrinya. Namun, lagi-lagi Aghnia mencoba mengabaikan kecurigaannya itu. Sebab, dia melihat sikap IPS yang begitu sopan. ""Selama satu tahun ini, ada beberapa hal yang mencurigakan. Seperti ada bekas cubitan, cuman saya melihat susternya (tersangka) dengan perangai yang sangat sopan. Jadi saya masih percaya sama susternya, tapi dibuktikan di hari ini,"" ujarnya.",Pengasuh,
