Judul,Tanggal,Link,Isi Berita,Label,
Akhir Pelarian Oknum Putra Polisi Pelaku Persetubuhan Anak di Takalar,"Selasa, 28 Nov 2023 08:00",https://www.detik.com/sulsel/hukum-dan-kriminal/d-7059933/akhir-pelarian-oknum-putra-polisi-pelaku-persetubuhan-anak-di-takalar,"Akhir Pelarian Oknum Putra Polisi Pelaku Persetubuhan Anak di Takalar. Pelarian putra oknum polisi berinisial MTA (17) di Kabupaten Takalar, Sulawesi Selatan (Sulsel) dalam kasus persetubuhan rekan wanitanya berinisial ML (14) telah berakhir. MTA akhirnya ditangkap polisi setelah 2 kali mangkir dari pemeriksaan.MTA ditangkap di Kota Makassar pada Sabtu (25/11) sekitar pukul 01.30 Wita. Polres Takalar mengamankan pelaku dengan dibantu tim Resmob Polda Sulsel. ""Berdasarkan informasi yang diperoleh penyidik dan di-backup Resmob Polda Sulsel ABH (anak berkonflik dengan hukum) inisial MTA berhasil diamankan,"" ujar Kasat Reskrim Polres Takalar Iptu Asnawi dalam keterangannya, Minggu (26/11/2023). Iptu Asnawi mengatakan polisi telah melakukan gelar perkara di kasus persetubuhan ini. Dari hasil gelar perkara, polisi meningkatkan kasus tersebut ke tahap penyidikan. ""Dari hasil gelar perkara ditingkatkan dari tahap penyelidikan menjadi penyidikan,"" ucapnya. Dalam kasus ini, MTA sebelumnya anak berhadapan dengan hukum. Setelah menjalani proses penyidikan, statusnya berubah menjadi anak yang berkonflik dengan hukum. ""Hasil dari penyidikan telah diperoleh dua alat bukti yang sah sehingga telah diubah statusnya sebagai anak yang berkonflik dengan hukum,"" kata Asnawi. Asnawi mengungkapkan polisi sudah melakukan pemanggilan terhadap terduga pelaku sebanyak 2 kali. Namun terduga selalu mangkir dalam panggilan pemeriksaan tersebut. ""Sudah, sudah dua kali dipanggil tapi tidak hadir,"" ungkap Asnawi kepada detikSulsel, Kamis (23/11).Polisi kemudian mengeluarkan surat perintah untuk membawa yang bersangkutan untuk kepentingan pemeriksaan .""Olehnya dikeluarkan surat perintah membawa. Surat perintah membawa namanya itu,"" ujarnya.",Teman,
Ayah Perkosa Anak Sejak Kelas 3 SMP di Lombok Sempat Kepergok Adik Korban,"Selasa, 05 Mar 2024 15:43",https://www.detik.com/bali/hukum-dan-kriminal/d-7226428/ayah-perkosa-anak-sejak-kelas-3-smp-di-lombok-sempat-kepergok-adik-korban,"Ayah Perkosa Anak Sejak Kelas 3 SMP di Lombok Sempat Kepergok Adik Korban. F, ayah di Kecamatan Gunungsari, Lombok Barat, Nusa Tenggara Barat (NTB), yang tega memerkosa anaknya berinisial MS (17) ternyata sempat kepergok adik korban. Fakta itu diungkap oleh ibu korban berinisial M. Menurut M, suaminya memerkosa anak kandungnya sempat disaksikan oleh adik korban saat berada di rumah. ""Saya tahu cerita itu dari adik korban yang baru berusia empat tahun,"" ujar M, Selasa (5/3/2024). Dari pengakuan adik korban, kata M, suaminya sering dipergoki memerkosa korban saat rumah sedang sepi.  ""Anak saya cerita bilang 'kakak saya sering sama bapak'.  Jadi waktu itu sempat saya tanya pelaku tapi tidak mau mengaku,"" tutur M. Namun F akhirnya mengakui perbuatannya setelah dipaksa. M kemudian melaporkan suaminya ke polisi pada Selasa (5/3/2024) pagi. ""Setelah dia ngaku baru lapor (polisi). Dia khilaf katanya,"" ujar M. Sementara itu F nampak tersenyum seusai digelandang aparat kepolisian Mapolresta Mataram, Selasa (5/3/2024). F menerangkan korban merupakan anak pertama dari istri keduanya.F membantah telah memerkosa anak kandungnya sejak berusia 15 tahun hingga 17 tahun. Ia mengaku hanya memerkosa MS satu kali pada Minggu, dini hari (3/3/2024). ""Tidak pernah (berkali-kali). Baru sekali. Jadi malam itu ada teman saya dari Senggigi kasih saya pil warna kuning dua dan putih satu,"" katanya. F mengaku merasa mabuk seusai meminum pil pemberian temannya. Seusai mabuk mengaku tanpa sadar masuk ke kamar anaknya kemudian memerkosanya. ""Jadi tidak ada rasanya malam itu saya mabuk kan. Pada jam 03.00 Wita itu dah kejadiannya,"" kata F berkelit. F nekat memerkosa anak kandungnya karena istrinya berangkat ke salah satu Pondok Pesantren untuk keperluan berjualan dan memasak. Saat situasi rumah sepi, pelaku pun melakukan aksi tersebut. Sebelumnya, F, warga Kecamatan Gunungsari, Lombok Barat, NTB, tega memerkosa putri kandungnya MS (17). Ayah berusia 36 tahun itu memerkosa anaknya sejak buah hatinya itu duduk kelas tiga SMP hingga kelas tiga SMA. Kasat Reskrim Polresta Mataram Kompol I Made Yogi Purusa Utama mengatakan F melaporkan perbuatan asusila suaminya itu pada Selasa (5/3/2024). Polisi bergegas menangkap F di rumahnya.",Keluarga,
"Vicky Prasetyo Dituding Menipu, Anak Kena Bully sampai Tak Mau Sekolah","Selasa, 05 Mar 2024 12:07",https://hot.detik.com/celeb/d-7225599/vicky-prasetyo-dituding-menipu-anak-kena-bully-sampai-tak-mau-sekolah,"Vicky Prasetyo Dituding Menipu, Anak Kena Bully sampai Tak Mau Sekolah. Vicky Prasetyo kembali menjadi perbincangan. Kali ini dirinya dituding menipu sampai Rp 1,8 miliar. Lantaran hal tersebut Vicky Prasetyo mengatakan anaknya sampai kena bully di sekolahnya. Bahkan sang anak tidak mau pergi ke sekolah karena masalah ini. ""Lihat-lihat juga lah. Saya tidak sendiri, masih ada anak-anak saya, orang tua saya. Hari ini juga salah satu anak saya tidak mau masuk sekolah,"" ungkap Vicky Prasetyo di kawasan Kebon Jeruk, Jakarta, Senin (4/3/2024) malam. Vicky Prasetyo menyebut salah satu anaknya dipojokan teman-temannya karena masalah ini. ""Demi Allah, putri saya, terganggu banget karena di sekolah dipojokkan dengan ini. Sedih saya,"" kisah Vicky Prasetyo yang nyaris menangis.Karena masalah tersebut, Vicky Prasetyo benar-benar kaget dan terpukul. Ia berjanji akan menyelesaikan masalah ini sampai tuntas. ""Permasalahan ini sudah sampai ke hati anak-anak saya, maka dari itu akan sangat saya perjuangkan,"" tegas Vicky Prasetyo. Dalam kesempatan yang sama, Vicky Prasetyo memberikan penjelasan mengenai tudingan menipu senilai Rp 1,8 miliar tersebut.Mantan suami Angel Lelga itu merasa bingung mengapa dirinya dilaporkan ke polisi. Padahal, proyek tersebut belum selesai dan berdasarkan kesepakatan, pembayaran dilakukan setelah proyek selesai. ""Saya sebagai PT Gladiator Media Perkasa yang memiliki lahan tersebut dan ada orang yang menawarkan diri membangun beberapa proyek salah satunya lapangan mini soccer internasional itu. Terus kita punya kesepakatan kalau sudah selesai, baru ada pembayaran. Terus tiba-tiba angka 1,8 (miliar) itu dari mana? Hasilnya apa? Saya nggak tahu,"" kata Vicky Prasetyo.Lebih lanjut, dalam SPK (Surat Perintah Kerja) yang telah disepakati, tidak ada pembayaran secara termin saat proyek pembangunan berlangsung. ""Terus, tidak ada dalam klausul atau perjanjian apa pun yang saya harus membayar setiap progres perkembangan, misalnya termin, makanya tiba-tiba penipuan kontraktor,"" beber Vicky Prasetyo. ""Dalam klausul ini saya tidak diharuskan membayar secara termin, pekerjaan selesai, baru (dibayar),"" tegasnya.",Teman,
Kasus Kekerasan di SMA Negeri 1 Tasikmalaya Masuk Tahap Penyidikan,"Rabu, 24 Mei  2023 15:19",https://www.detik.com/jabar/berita/d-6736391/kasus-kekerasan-di-sma-negeri-1-tasikmalaya-masuk-tahap-penyidikan,"Kasus Kekerasan di SMA Negeri 1 Tasikmalaya Masuk Tahap Penyidikan. Perkara dugaan kekerasan yang terjadi di SMA Negeri 1 Kota Tasikmalaya ternyata belum usai. Proses hukum atas perkara yang menyebabkan seorang siswi mengalami luka robek di pelipis itu, justru kini masuk dalam tahap penyidikan. Kapolres Tasikmalaya Kota AKBP Zainal Abidin membenarkan bahwa perkara itu kini sudah naik dalam tahap penyidikan, setelah sebelumnya penyelidikan. ""Kemarin kami melakukan gelar perkara dan kini kami nyatakan kasus ini dalam tahap penyidikan,"" kata Zainal saat menggelar jumpa pers di Mapolres Tasikmalaya Kota, Rabu (24/5/2023). Zainal menjelaskan perkara ini memang sempat dinyatakan selesai melalui perdamaian yang dilakukan pada, Rabu (17/5/2023). Namun dalam perkembangannya pihak pelapor atau korban menyatakan ingin melanjutkan perkara ini ke jalur hukum. Sehingga polisi kembali mengakomodasi keinginan korban, hingga kini sudah masuk dalam tahap penyidikan. ""Jadi telah kami rangkaikan kronologi kejadian ini secara utuh. Diawali dengan laporan ibu korban pada Selasa 16 Mei 2023,"" kata Zainal. Keesokan harinya atau Rabu (17/5/2023), Polres kedatangan pihak SMA Negeri 1 Tasikmalaya dan para pihak terkait yang intinya meminta agar perkara ini diselesaikan dengan perdamaian. ""Ketika itu kami menerima pihak sekolah, korban dan terlapor. Mereka menyampaikan keinginan secara verbal, dilengkapi dengan administrasi dan rekaman video, terkait dengan upaya perdamaian. Kami sifatnya mengakomodir keinginan tersebut, karena dalam hal penanganan ini diperkenankan RJ (restorative justice). Perdamaian dilakukan dengan diperkuat administrasi,"" kata Zainal. Zainal melanjutkan setelah hari Rabu itu, pada Jumat (19/5/2023) terjadi pertemuan antara orang tua terlapor dan anak-anak yang terlibat di sekolah. ""Dalam perkembangannya Jumat ada pertemuan di sekolah. Tidak mengundang polisi dan tidak mengundang pelapor atau ibu korban. Akibatnya ada ketersinggungan secara personal dari ibu korban, sehingga mengeluh di media sosial dan viral,"" kata Zainal .Atas kegaduhan di publik itu, kata Zainal pihaknya melakukan jemput bola. Oleh polisi, ibu korban ditanya keinginan dari ibu korban ini. ""Lalu kami jemput bola, kami tanya arah dan keinginan ibu korban ini. Dia menyatakan ingin melanjutkan kembali, laporan yang sempat disampaikan,"" kata Zainal.Akhirnya polisi kembali bergerak dan meningkatkan perkara ini menjadi status penyidikan. Terlapor kini telah ditetapkan menjadi anak berkonflik dengan hukum, istilah dalam peradilan anak untuk status tersangka. ""Jadi ada 8 anak yang berhadapan dengan hukum dalam perkara ini. Satu anak korban, satu anak berkonflik dengan hukum dan enam anak saksi,"" kata Zainal. Sementara untuk alat bukti polisi telah mendapatkan hasil visum serta keterangan saksi-saksi.Terkait pasal yang disangkakan, polisi menerapkan pasal 80 Undang-undang Nomor 35 tahun 2014 tentang tindak pidana kekerasan terhadap anak, dengan ancaman 3 tahun 6 bulan penjara. ""Namun sesuai pasal 5 ayat 3 UU Nomor 11 tahun 2012 tentang peradilan pidana anak kami berikan kesempatan musyawarah, memberikan ruang diversi,"" kata Zainal. Dia juga memastikan anak-anak yang berhadapan dengan hukum itu bisa tetap menjalankan aktivitasnya. ""Tetap bisa bersekolah. Untuk perkembangannya kami berkoordinasi dengan pihak Bapas, KPAD dan pihak terkait lainnya,"" kata Zainal.",Teman,
"Cabuli Anak di Bawah Umur, Satpam Perumahan di Batam Ditangkap Polisi","Kamis, 07 Mar 2024 15:29",https://www.detik.com/sumut/hukum-dan-kriminal/d-7230091/cabuli-anak-di-bawah-umur-satpam-perumahan-di-batam-ditangkap-polisi,"Cabuli Anak di Bawah Umur, Satpam Perumahan di Batam Ditangkap Polisi. Seorang oknum satpam di salah satu perumahan di Kecamatan Sei Beduk, Batam, Kepulauan Riau (Kepri), inisial NF (44), ditangkap polisi karena mencabuli bocah berusia sembilan tahun. Aksi bejat itu dilakukan oleh pelaku karena tertarik dengan korban. ""Unit reskrim Polsek Sei Beduk mengamankan NF pelaku tindak pidana perbuatan cabul terhadap anak di bawah umur di tempat bekerja. Pelaku berprofesi sebagai satpam,"" kata Kapolsek Sei Beduk, AKP Syarifuddin, Kamis (7/3/2024). Syarifuddin mengatakan kasus pencabulan itu terungkap bermula usai korban bercerita ke orang tuanya. Korban mengaku telah dicabuli oleh pelaku ""Pada Sabtu (2/3) korban menceritakan perbuatan pelaku NF, satpam perumahan tempat tinggal mereka. Korban mengaku pelaku telah mencabulinya,"" ujarnya. Mendengar cerita dari korban, orang tuanya langsung melaporkan kejadian yang menimpa anaknya ke ketua RT perumahannya. Kemudian, korban langsung dibawa ke RS Bhayangkara Polda Kepri untuk divisum. ""Hasil pemeriksaan rumah sakit diketahui bahwa pelaku sudah beberapa kali melakukan perbuatannya tersebut pada korban,"" ujarnya. Atas perbuatan pelaku, korban mengalami rasa sakit pada alat vitalnya dan trauma. Orang tua langsung melaporkan kejadian itu ke Polsek Sei Beduk. ""Atas perbuatan pelaku korban mengalami sakit pada kemaluannya dan trauma. Dan pelapor melaporkan hal tersebut ke Polsek Sungai Beduk guna pengusutan lebih lanjut,"" ujarnya. Kemudian, petugas menangkap pelaku. Saat diperiksa penyidik, pelaku NF mengakui perbuatannya. Dia melakukan itu karena tertarik dengan korban yang sering dilihatnya. ""Saat diamankan pelaku NF mengakui perbuatannya terhadap korban. Alasan pelaku karena tertarik dengan korban karena sering melihat,"" ujarnya. Atas perbuatannya pelaku NF dijerat dengan Undang-undang tentang Perlindungan Anak. Pelaku terancam pidana penjara maksimal 15 tahun penjara.",Tetangga,
"Perkosa Anak di Bawah Umur, Buruh Pabrik di Serang Ditangkap","Sabtu, 25 Nov 2023 19:20",https://news.detik.com/berita/d-7056360/perkosa-anak-di-bawah-umur-buruh-pabrik-di-serang-ditangkap,"Perkosa Anak di Bawah Umur, Buruh Pabrik di Serang Ditangkap. Seorang buruh pabrik di Serang, Banten, berinisial AS (22) ditangkap polisi karena diduga memperkosa anak di bawah umur. Polisi mengatakan dugaan pemerkosaan itu terjadi di kamar kontrakan AS. ""Korban disetubuhi setelah diancam oleh Tersangka,"" kata Kasat Reskrim Polres Serang AKP Andi Kurniandy dari keterangan tertulis yang diterima, Minggu (25/11/2023).Andi mengatakan AS memperkosa korban pada Kamis (28/9). Setelah melakukan aksi bejatnya, AS kemudian mengancam korban agar tidak menceritakan pemerkosaan ini kepada keluarga korban. Andi mengatakan korban kemudian menceritakan peristiwa itu kepada temannya. Menurut Andi, keluarga korban mengetahui anaknya telah diperkosa dari teman anaknya. ""Sepulang dari rumah kontrakan, korban bercerita kepada temannya. Oleh temannya itu, peristiwa pencabulan dilaporkan ke orang tua korban,"" katanya. Mengetahui hal itu, pihak keluarga korban membuat laporan polisi. Berdasarkan laporan keluarga, polisi menangkap tersangka. ""Tersangka AS diamankan di rumahnya dan langsung digelandang ke Mapolres Serang untuk dilakukan pemeriksaan,"" jelas Andi. Andi menyampaikan AS kini sudah ditahan di Mapolres Serang. ""Sudah dilakukan penahanan,"" pungkasnya.",Orang asing,
Polisi Tetapkan 4 Tersangka Bullying Geng Tai yang Libatkan Anak Vincent Rompies,"Jumat, 01 Mar 2024 10:49",https://hot.detik.com/celeb/d-7219546/polisi-tetapkan-4-tersangka-bullying-geng-tai-yang-libatkan-anak-vincent-rompies,"Polisi Tetapkan 4 Tersangka Bullying Geng Tai yang Libatkan Anak Vincent Rompies. Kasus bullying yang dilakukan Geng Tai memasuki babak baru. Setelah dilakukan pemeriksaan dan gelar perkara, polisi menetapkan 4 tersangka dari 12 orang yang diduga melakukan tindakan bullying. Geng Tai merupakan sekelompok laki-laki dan ada yang masih di bawah umur dan bersekolah di salah satu sekolah swasta internasional. Aksi bullying Geng Tai ini viral dan menjadi sorotan karena disebut melibatkan anak-anak public figure, salah satunya adalah anak Vincent Rompies. Kasat Reskrim Polres Tangerang Selatan, AKP Alvino Cahyadi dalam press conference di Polres Tangerang Selatan, Jumat (1/3/2024) mengatakan empat dari 12 saksi yang diperiksa statusnya dinaikan menjadi tersangka. ""Penyidik menemukan cukup bukti selanjutnya melaksanakan Gelar Perkara pada hari Kamis, tanggal 29 Februari 2024 untuk menaikkan status anak saksi ke Anak yang berkonflik dengan hukum (ABH) dan status saksi menjadi Tersangka,"" kata Kasat Reskrim Polres Tangerang Selatan, AKP Alvino Cahyadi. Peningkatan status hukum ini dihadiri oleh Itwasda Polda Metro Jaya, Bidkum Polda Metro Jaya, Wassidik Reskrimum Polda Metro Jaya, Bidpropam Polda Metro Jaya, Kementerian Pemberdayaan Perempuan Perlindungan Anak (KPPPA), dan KPAI.  ""Berdasarkan hasil gelar perkara maka ditetapkan terhadap, empat orang saksi ditingkatkan status saksi menjadi Tersangka yang diduga melakukan Tindak pidana Kekerasan Terhadap Anak Dibawah Umur dan/atau Pengeroyokan,"" lanjutnya. Empat tersangka itu, yakni E, berusia 18 tahun 3 bulan, R berusia 18 tahun 3 bulan, J berusia 18 tahun 11 bulan, dan G berusia 19 tahun. Semua berjenis kelamin laki-laki dan statusnya pelajar.Sedangkan tujuh anak lainnya dinaikkan statusnya dari saksi menjadi anak yang berkonflik dengan hukum (ABH). ""Tujuh orang anak saksi ditetapkan sebagai anak yang berkonflik dengan hukum (ABH) yang diduga melakukan Tindak pidana Kekerasan Terhadap Anak Dibawah Umur dan/atau Pengeroyokan sebagaimana dimaksud dalam Pasal 76C Jo Pasal 80 UU RI Nomor 35 tahun 2014 atas perubahan kedua UU RI Nomor 23 tahun 2002 tentang Perlindungan Anak dan/atau Pasal 170 KUHP,"" jelas AKP Alvino Cahyadi. Ada satu anak yang diduga melakukan tindak pidana kekerasan terhadap anak di bawah umur atau tindak pidana melanggar kesusilaan terhadap anak korban. ""Satu orang anak saksi yang diduga melakukan Tindak pidana Kekerasan Terhadap Anak Dibawah Umur dan/atau Tindak Pidana Melanggar Kesusilaan terhadap Anak Korban dan atau Pengeroyokan sebagaimana dimaksud dalam Pasal 76C Jo Pasal 80 UU RI Nomor 35 tahun 2014 atas perubahan kedua UU RI Nomor 23 tahun 2002 tentang Perlindungan Anak dan/atau Pasal 4 ayat (2) huruf d Jo Pasal 5 Undang-Undang RI Nomor 12 Tahun 2022 tentang Tindak Pidana Kekerasan Seksual dan/atau Pasal 170 KUHP,"" ucapnya. ""Jadi Total yang ditetapkan 12 orang dengan rincian, 8 orang anak berkonflik dengan hukum dan 4 orang tersangka,"" tegas AKP Alvino Cahyadi.",Teman,
"Modus Obati Sakit, Pria Pelaku Pencabulan ke Anak Tiri di Serang Ditangkap","Kamis, 29 Feb 2024 11:25",https://news.detik.com/berita/d-7217711/modus-obati-sakit-pria-pelaku-pencabulan-ke-anak-tiri-di-serang-ditangkap,"Modus Obati Sakit, Pria Pelaku Pencabulan ke Anak Tiri di Serang Ditangkap. Polres Serang menangkap tersangka SU (39), pelaku pencabulan terhadap anak tirinya yang masih berusia 9 tahun. Pelaku melakukan pencabulan dengan modus ingin mengobati korban. ""Awal mulanya ketika korban merasa gatal di bagian perut dan cerita ke ibunya yang bekerja sebagai asisten rumah tangga di Jakarta,"" kata Kapolres Serang Kota AKBP Candra Sasongko, Kamis (29/2/2024). Tersangka dilaporkan oleh keluarganya pada Januari 2024 dan ditangkap pada Senin (26/2) di Jalan Bhayangkara Cisait-Kragilan. Pencabulan oleh tersangka diduga dilakukan saat ibu korban, yang merupakan istri pelaku, sedang kerja di Jakarta. Karena korban mengeluhkan sakit di bagian perut, ibu Korban meminta keluarga di Serang membawa korban ke rumah sakit. Saat diperiksa, rupanya ada lecet di bagian tertentu tubuh korban. Dari situ, korban mengaku telah menjadi korban pencabulan oleh ayah tirinya. Ayah tirinya juga memasukkan daun ke area tertentu korban. ""Bapak tirinya telah melakukan perbuatan cabul terhadap dirinya dengan cara memasukkan daun pohon asem,"" ungkapnya Candra. Kepada polisi, pelaku mengaku melakukan itu untuk mengobati korban. Karena anak tirinya mengeluh sering sakit-sakitan. Pelaku saat ini ditahan di Polres Serang atas dugaan pelecehan seksual ke anak di bawah umur. ""Untuk ancaman pidana maksimal 15 tahun penjara,"" paparnya.",Keluarga,
"Paksa 2 Anak Mengemis untuk Duit Nyabu, Pasutri di Aceh Ditangkap Polisi","Kamis, 29 Feb 2024 16:25",https://www.detik.com/sumut/hukum-dan-kriminal/d-7218389/paksa-2-anak-mengemis-untuk-duit-nyabu-pasutri-di-aceh-ditangkap-polisi,"Paksa 2 Anak Mengemis untuk Duit Nyabu, Pasutri di Aceh Ditangkap Polisi. Pasangan suami istri (Pasutri) asal Aceh Besar, MM (38) dan A (42) ditangkap polisi karena diduga memaksa dua anaknya mengemis. Keduanya menggunakan uang hasil mengemis untuk membeli sabu. Pasutri tersebut dihadirkan dalam konferensi pers yang digelar di Mapolresta Banda Aceh, Kamis (29/2/2024). Keduanya tampak mengenakan baju tahanan warna oranye dan diborgol. ""Keduanya ditetapkan sebagai tersangka karena diduga melakukan tindak pidana eksploitasi anak dengan cara memaksa anak mencari uang dengan cara mengemis,"" kata Wakapolresta Banda Aceh AKBP Satya Yudha Prakasa kepada wartawan. Menurutnya, keduanya diciduk pada Rabu (21/2) dinihari setelah polisi melihat dua korban mengemis di sebuah warung kopi di Banda Aceh. Kedua anak tersangka berusia 4 tahun dan 2 tahun. Dalam pemeriksaan terungkap, keduanya juga meminta anaknya mengemis di persimpangan di Banda Aceh. Saat mengemis, korban membawa kotak bertuliskan 'mohon bantuan seikhlasnya untuk fakir miskin'. Satya menjelaskan, dalam kasus tersebut polisi menyita uang tunai Rp 32 ribu. Selain itu, polisi juga menyita sejumlah alat isap sabu dari kedua tersangka. ""Jadi kedua orang tua ini mempekerjakan anaknya untuk mencari uang untuk kehidupan mereka. Uang hasil mengemis yang dilakukan anaknya mereka pakai membeli narkoba,"" jelas Satya. Satya masih menyelidiki asal muasal sabu yang dibeli keduanya. Sementara kedua korban ditempatkan di lokasi yang aman di bawah Dinas Sosial Aceh.",Keluarga,
5 Poin KPAI Kawal Kasus Bullying Geng Tai yang Libatkan Anak Vincent Rompies,"Selasa, 27 Feb 2024 16:59",https://hot.detik.com/celeb/d-7214360/5-poin-kpai-kawal-kasus-bullying-geng-tai-yang-libatkan-anak-vincent-rompies,"5 Poin KPAI Kawal Kasus Bullying Geng Tai yang Libatkan Anak Vincent Rompies. Komisi Perlindungan Anak Indonesia (KPAI) memberikan pernyataan terkait kasus bullying dari Geng Tai yang salah satunya diduga dilakukan oleh anak artis Vincent Rompies. Mereka menyatakan kasus ini melibatkan 8 orang anak dan tiga orang dewasa. ""Kasus kekerasan fisik dan atau psikis (perundungan/bullying) yang menimpa anak AL (laki-laki, 17) yang diduga dilakukan oleh 8 anak siswa dan 3 orang dewasa di salah satu sekolah swasta di Serpong memberikan dampak yang mengancam semua pihak yang terlibat,"" kata Komisioner KPAI Diyah Puspitarini, dalam konferensi pers di Gedung KPAI, Gondangdia, Menteng, Jakarta Pusat, pada Selasa (27/2/2024). Kasus KPAI juga menyatakan kasus bullying itu membawa dampak ke anak-anak yang dirundung, yang menyaksikan sertaf berdampak buruk kepada sekolah. Sehingga kasus ini menjadi concern KPAI karena tidak bisa dianggap sepele. ""Tidak hanya bagi anak yang di-bully tetapi juga bagi pelaku bahkan bagi anak-anak yang menyaksikan bullying tersebut serta berdampak juga bagi sekolah. Dampak dari kasus ini tidak bisa dianggap sepele, dan semakin menyadarkan kita semua untuk lebih memperhatikan anak-anak korban perundungan,"" bebernya.KPAI juga hingga kini melalukan pengawasan, perlindungan, dan pemenuhan terhadap hak-hak anak dalam kasus ini. Hal itu sesuai dengan rekomendasi Undang-Undang Nomor 35 Tahun 2014. ""Menyikapi kasus ini sesuai amanat Undang-Undang Nomor 35 Tahun 2014 tentang Perlindungan Anak, Komisi Perlindungan Anak Indonesia (KPAI) melakukan pengawasan terhadap perlindungan dan pemenuhan hak anak terhadap kasus tersebut,"" kata Diyah Puspitarini. KPAI juga menyampaikan sejumlah point dalam menangani dan mengawal kasus ini. Poin itu sebagai berikut: 1. KPAI berkoordinasi dengan Unit Pelaksana Teknis Daerah Perlindungan Perempuan dan Anak (UPTD PPA) Kota Tangerang Selatan dalam rangka telah dengan mengkaji informasi sebagai upaya untuk mendapatkan informasi yang komprehensif dan utuh pada 19 Februari 2024. 2. Tanggal 20 Februari 2024, KPAI melakukan pengawasan langsung ke Polres Metro Tangerang Selatan untuk melakukan asistensi dengan Polda Metro Jaya, Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (Kemen PPPA), dan UPTD PPA Kota Tangerang Selatan. Selanjutnya KPAI bertemu dengan anak korban dan orang tua yang sedang mendapatkan pendampingan psikologis. Sekaligus KPAI berkoordinasi dengan pendamping hukum anak korban dan UPTD PPA Kota Tangerang Selatan untuk rencana penerjunan Pekerja Sosial (Peksos). 3. Tanggal 21 Februari 2024, KPAI bersama Inspektorat Jenderal Kemendikbud Ristek, Kemen PPPA, Kementerian Sosial, dan DP3AP2KB Kota Tangerang Selatan menemui pihak Sekolah Binus School Serpong dan ditemui oleh tim kuasa hukum, bukan Kepala Sekolah. Dalam pertemuan itu, pihak sekolah menyampaikan informasi bahwa anak yang terlibat saat ini masih bersekolah dengan menjalani pembelajaran jarak jauh dan tetap dipantau oleh sekolah, sehingga hak pendidikannya tetap didapatkan. Pihak sekolah juga menyampaikan telah membentuk Satuan Tugas Tim Pencegahan dan Penanganan Kekerasan (Satgas TPPK) dan memiliki program yang tidak mentolerir adanya kekerasan di lingkungan sekolah. Sekolah juga memutuskan akan melindungi hak pendidikan anak-anak yang terlibat. Selanjutnya KPAI mengunjungi Tempat Kejadian Perkara (TKP) yang berada dekat dengan sekolah, lokasi TKP berada di tengah perkampungan warga dengan lokasi yang cukup berdekatan dengan tetangga. Melihat TKP yang berada di perkampungan, mestinya menjadi perhatian warga sekitar .4. Tanggal 22 Februari 2024, KPAI mengawasi proses pemanggilan anak saksi dan memastikan anak-anak sudah mendapatkan pendampingan dari orang tua/wali murid, Balai Pemasyarakatan (BAPAS), dan psikolog. Pada saat mendengar saksi diketahui bahwa mereka sudah dikeluarkan dari sekolah. 5. Tanggal 23 Februari 2024, KPAI memastikan proses pengisian Berita Acara Pemeriksaan (BAP) saksi selesai dan mendesak agar segera dilakukan gelar perkara. Kemudian KPAI bersama Itjen Kemendikbud Ristek dan Kemen PPPA menemui sekolah, namun KPAI dan Kemen PPPA tidak mendapatkan respons yang positif dari pihak sekolah. Kedatangan kedua, KPAI melakukan klarifikasi informasi yang diberikan dari pihak sekolah atas hak pendidikan anak, namun upaya gagal karena ketidakterbukaan pihak sekolah. Selanjutnya KPAI mengadakan pertemuan dengan Kemen PPPA, DP3AP2KB Kota Tangerang Selatan dan orang tua siswa dengan mendengarkan informasi dari orang tua tentang hak pendidikan anak saksi, hadir perwakilan 3 orang anak saksi. Dalam pertemuan ini, Itjen Kemendikbud Ristek menyampaikan akan memastikan siswa yang terlibat tidak hilang hak atas pendidikan serta dapat mengikuti ujian kelas 12",Teman,
