Judul,Tanggal,Link,Isi Berita,Label
"Anak Cut Intan Nabila Takut Bertemu Laki-laki, Pernah Lihat Armor Toreador KDRT Sang Ibu, 'Trauma'","Rabu, 14 Agustus 2024 15:14 WIB",https://jatim.tribunnews.com/2024/08/14/anak-cut-intan-nabila-takut-bertemu-laki-laki-pernah-lihat-armor-toreador-kdrt-sang-ibu-trauma,"Anak Cut Intan Nabila Takut Bertemu Laki-laki, Pernah Lihat Armor Toreador KDRT Sang Ibu, 'Trauma'. Fatal imbas kekerasan dalam rumah tangga (KDRT) yang dilakukan Armor Toreador terhadap Cut Intan Nabila.Baru-baru ini terkuak ternyata Armor Toreador kerap melakukan KDRT terhadap istrinya. Cut Intan Nabila sendiri yang membongkar kelakuan sang suami di Instagram pribadinya. Memilukan, ternyata selama lima tahun berumah tangga Armor Toreador sering melakukan KDRT terhadap Cut Intan Nabila. Bahkan saat CutIntanNabila baru melahirkan anak ketiganya, ArmorToreador tega memukuli istrinya dengan brutal. Kelakuan Armor Toreador ini ternyata disaksikan oleh anak-anaknya. Bak trauma melihat Armor Toreador yang sering memukuli Cut Intan Nabila, anak-anaknya sampai takut bertemu laki-laki. ""Dari informasi yang kita dapat dari lingkungan dan ART bahwa anak-anak korban sangat takut bertemu dengan laki-laki,"" jelas Kapolres Bogor AKBP Rio Wahyu Anggoro dalam konferensi pers, Rabu (14/8/2024). Diduga hal itu disebabkan karena anak-anak tersebut sering melihat kekerasan yang dilakukan ayahnya. Dalam wawancara bersama awak media, Armor mengaku sudah lebih dari 5 kali melakukan kekerasan. Aksi KDRT itu terjadi sejak awal pernikahan di tahun 2020 dan kerap dilakukan di depan anak-anak. ""Selama 5 tahun apakah di depan anakmu pernah terjadi (KDRT)?"" tanya AKBP Rio Wahyu. ""Pernah, tapi kebanyakan berdua (dengan istri),"" jawab Armor. Akibat KDRT dari sang suami, kondisi Cut Intan Nabila belum memungkinkan untuk dilakukan pemeriksaan.",Keluarga
"Oknum Sekuriti Diduga Lakukan Kekerasan Seksual Anak di Balikpapan, Incar Korban Secara Acak","Selasa, 10 September 2024 16:56 WITA",https://kaltim.tribunnews.com/2024/09/10/oknum-sekuriti-diduga-lakukan-kekerasan-seksual-anak-di-balikpapan-incar-korban-secara-acak,"Oknum Sekuriti Diduga Lakukan Kekerasan Seksual Anak di Balikpapan, Incar Korban Secara Acak. Unit PPA Satreskrim Polresta Balikpapan mengamankan tersangka tindak pidana kekerasan seksual terhadap anak di bawah umur.Tersangka yang berprofesi sebagai petugas keamanan ini diduga melakukan aksinya secara acak, mengincar anak-anak yang lengah. ""Tersangka ini tidak memiliki target khusus, dia mencari korban secara random,"" ungkap Kanit PPA Polres Balikpapan, Ipda Noval Razan Eduardo, Selasa (10/9/2024). Sehingga kata Ipda Razan, yang bersangkutan tidak mengincar atau membuntuti korban. Berdasarkan hasil penyelidikan, Tersangka telah melakukan aksinya sebanyak dua kali, yaitu pada tanggal 2 Februari 2024 dan 29 Juli 2024 di lokasi yang berbeda-beda.Modus operandi Tersangka adalah dengan mengajak korban ke tempat yang sepi lalu melancarkan aksinya. ""Setelah adanya laporan, kami langsung melakukan penyelidikan dan mengamankan tersangka di rumahnya pada tanggal 5 September 2024,"" tambah Ipda Razan. Atas perbuatannya, Tersangka dijerat dengan Pasal 82 ayat (1) Undang-Undang Nomor 17 Tahun 2016 tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 1 Tahun 2016 tentang Perubahan Kedua atas Undang-Undang Nomor 23 Tahun 2002 tentang Perlindungan Anak junto Pasal 76E Undang-Undang Nomor 35 Tahun 2014 tentang Perubahan atas Undang-Undang Nomor 23 Tahun 2002 tentang Perlindungan Anak, dengan ancaman pidana penjara paling lama 15 tahun. Diberitakan, R ditangkap polisi di Balikpapan atas dugaan pelecehan seksual terhadap anak di bawah umur. Berdasarkan hasil penyelidikan, Kasubnit PPA Polresta Balikpapan, Ipda Noval Razan Eduardo, memastikan bahwa R tidak mengalami gangguan kejiwaan.R tetap dijerat dengan Pasal 82 ayat (1) UU Nomor 17 Tahun 2016 junto Pasal 76E UU Nomor 35 Tahun 2014 tentang Perlindungan Anak, dengan ancaman hukuman maksimal 15 tahun penjara. Tindakannya terungkap berkat bukti CCTV dan barang bukti lainnya, serta didukung laporan polisi dan olah tempat kejadian perkara (TKP).Pelecehan tersebut terjadi di dua lokasi berbeda, pada 2 Februari 2024 di sebuah toko ritel dan 29 Juli 2024 di semak-semak kawasan BJBJ, dengan korban berusia 8 tahun.  Modus Tersangka adalah menawarkan tumpangan kepada korban yang sedang menyeberang jalan, namun kemudian melakukan tindakan asusila. Kasus ini sempat viral di media sosial sebelum publikasinya dihentikan oleh pihak kepolisian untuk mencegah Tersangka melarikan diri. Saat ini, pihak berwenang menunggu hasil assesmen dari UPTD PPA sebelum berkas perkara dilimpahkan ke kejaksaan. (*)  ",Orang asing
"RY, Ibunda Amel Jadi Tersangka Kekerasan Anak, Kata Polisi terkait Penyebab Kematian Bocah Kubar","Jumat, 30 Agustus 2024 15:01 WITA",https://kaltim.tribunnews.com/2024/08/30/ry-ibunda-amel-jadi-tersangka-kekerasan-anak-kata-polisi-terkait-penyebab-kematian-bocah-kubar,"RY, Ibunda Amel Jadi Tersangka Kekerasan Anak, Kata Polisi terkait Penyebab Kematian Bocah Kubar. Sosok RY, ibunda Amelinda Sari, bocah Kutai Barat yang jenazahnya ditemukan tidak utuh ditetapkan sebagai tersangka kekerasan anak. Polres Kubar menetapkan RY, ibunda bocah Kubar yang biasa disapa Amel ini sebagai tersangka kekerasan anak setelah video adegan kekerasan yang beredar setelah penemuan jenazah bocah usia 9 tahun ini. Bagaimana dengan penyebab kematian Amel yang jenazahnya ditemukan di perkebunan karet di Kampung Jengan Danum, Kecamatan Damai, Kabupaten Kutai Barat? Kapolres Kubar melalui Kasat Reskrim AKP Asriadi mengatakan untuk proses penyidikan penyebab kematian Amel masih terus didalami. Menurut Asriadi penetapan tersangka ini merupakan tahap awal pengungkapan kasus kematian Amel, bocah Kubar yang jasadnya ditemukan dalam kondisi tidak utuh, tanpa kaki kiri dan rambut. ""Ini merupakan tahap awal. Untuk penyebab kematian Amelinda kami terus kami dalami.Dan hingga kini belum ada tersangka,"" imbuhnya. Ibunda Amel, RY ditetapkan tersangka lantaran diduga sempat melakukan kekerasan terhadap korban sebelum Amel ditemukan meninggal dunia. ""Ya sebagaimana yang terlah diketahui sempat beredar video di mana korban mengalami kekerasan,"" tegas Asriadi. Berdasarkan pengakuan RY kepada polisi, kekerasan dilakukan kepada korban dengan merantai korban. RY mengatakan ia melakukan hal tersebut kepada anaknya, lantaran kesal korban kerap jalan meninggalkan rumah tanpa izin. Akibat perbuatanya RY dijerat pasal perlindungan anak dengan ancaman lima tahun penjara. Sebelumnya, ketika polisi masih terus menyelidiki penyebab kematian Amel, di medsos beredar video kekerasan terhadap anakVideo kekerasan terhadap anak ini kemudian dikaitkan dengan Amel.",Keluarga
"Fakta Baru Kasus Amel, Bocah Kubar yang Jasadnya Ditemukan tak Utuh, Ibunda Jadi Tersangka Kekerasan","Jumat, 30 Agustus 2024 05:23 WITA",https://kaltim.tribunnews.com/2024/08/30/fakta-baru-kasus-amel-bocah-kubar-yang-jasadnya-ditemukan-tak-utuh-ibunda-jadi-tersangka-kekerasan,"Fakta Baru Kasus Amel, Bocah Kubar yang Jasadnya Ditemukan tak Utuh, Ibunda Jadi Tersangka Kekerasan. Berikut update kasus kematian Amelinda Sari, bocah Kutai Barat (Kubar) yang jasadnya ditemukan tidak utuh, tanpa kaki kiri dan rambut. Kasus kematian bocah Kubar yang biasa disapa Amel ini menjadi perhatian setelah awalnya dilaporkan hilang. Kini, RY Ibunda Amel bocah Kubar yang kematiannya masih diselidiki Polres Kubar ini ditetapkan menjadi tersangka kekerasan anak. RY Ibunda Amel menjadi tersangka kekerasan anak terkait dengan video kekerasan terhadap bocah perempuan yang ramai beredar setelah jasad bocah Kubar ini ditemukan 13 Agustus 2024 lalu. Awalnya, Amel bocah kelas 3 SD Jengan Danum, Kubar ini dilaporkan hilang 1 Agustus 2024.Selanjutnya, jasad Amel ditemukan di perkebunan karet di Kampung Jengan Danum, Kecamatan Damai, Kabupaten Kubar. Kondisi jenazah Amel saat ditemukan dalam keadaan tidak utuh, tak ada kaki kiri dan rambut. Hari ini, Kamis (29/8/2024) Polres Kubar menetapkan RY, ibunda bocah Kubar yang biasa disapa Amel ini sebagai tersangka kekerasan anak. Penetapan RY, ibunda Amel sebagai tersangka kekerasan anak ini terkait dengan video yang beredar setelah penemuan jenazah bocah kelas 3 SD ini di perkebunan karet di Kampung Jengan Danum, Kecamatan Damai, Kabupaten Kubar. Menurut Asriadi penetapan tersangka ini merutahap awal pengungkapan kasus kematian Amel, bocah Kubar yang jasadnya ditemukan dalam kondisi tidak utuh, tanpa kaki kiri dan rambut. RY ditetapkan tersangka lantaran diduga sempat melakukan kekerasan terhadap korban sebelum Amel ditemukan meninggal dunia. ""Ya sebagaimana yang terlah diketahui sempat beredar video di mana korban mengalami kekerasan,"" tegas Asriadi. Berdasarkan pengakuan RY kepada polisi, kekerasan dilakukan kepada korban dengan merantai korban. RY mengatakan ia melakukan hal tersebut kepada anaknya, lantaran kesal korban kerap jalan meninggalkan rumah tanpa izin. ",Keluarga
"Fakta Baru Kasus Amel, Bocah Kubar yang Jasadnya Ditemukan tak Utuh, Ibunda Jadi Tersangka Kekerasan","Jumat, 30 Agustus 2024 05:23 WITA",https://kaltim.tribunnews.com/2024/08/30/fakta-baru-kasus-amel-bocah-kubar-yang-jasadnya-ditemukan-tak-utuh-ibunda-jadi-tersangka-kekerasan,"Fakta Baru Kasus Amel, Bocah Kubar yang Jasadnya Ditemukan tak Utuh, Ibunda Jadi Tersangka Kekerasan. Berikut update kasus kematian Amelinda Sari, bocah Kutai Barat (Kubar) yang jasadnya ditemukan tidak utuh, tanpa kaki kiri dan rambut. Kasus kematian bocah Kubar yang biasa disapa Amel ini menjadi perhatian setelah awalnya dilaporkan hilang.Kini, RY Ibunda Amel bocah Kubar yang kematiannya masih diselidiki Polres Kubar ini ditetapkan menjadi tersangka kekerasan anak. RY Ibunda Amel menjadi tersangka kekerasan anak terkait dengan video kekerasan terhadap bocah perempuan yang ramai beredar setelah jasad bocah Kubar ini ditemukan 13 Agustus 2024 lalu. Awalnya, Amel bocah kelas 3 SD Jengan Danum, Kubar ini dilaporkan hilang 1 Agustus 2024.Selanjutnya, jasad Amel ditemukan di perkebunan karet di Kampung Jengan Danum, Kecamatan Damai, Kabupaten Kubar. Kondisi jenazah Amel saat ditemukan dalam keadaan tidak utuh, tak ada kaki kiri dan rambut. Hari ini, Kamis (29/8/2024) Polres Kubar menetapkan RY, ibunda bocah Kubar yang biasa disapa Amel ini sebagai tersangka kekerasan anak. Penetapan RY, ibunda Amel sebagai tersangka kekerasan anak ini terkait dengan video yang beredar setelah penemuan jenazah bocah kelas 3 SD ini di perkebunan karet di Kampung Jengan Danum, Kecamatan Damai, Kabupaten Kubar. Menurut Asriadi penetapan tersangka ini merutahap awal pengungkapan kasus kematian Amel, bocah Kubar yang jasadnya ditemukan dalam kondisi tidak utuh, tanpa kaki kiri dan rambut. RY ditetapkan tersangka lantaran diduga sempat melakukan kekerasan terhadap korban sebelum Amel ditemukan meninggal dunia. ""Ya sebagaimana yang terlah diketahui sempat beredar video di mana korban mengalami kekerasan,"" tegas Asriadi. Berdasarkan pengakuan RY kepada polisi, kekerasan dilakukan kepada korban dengan merantai korban.RY mengatakan ia melakukan hal tersebut kepada anaknya, lantaran kesal korban kerap jalan meninggalkan rumah tanpa izin. ",Keluarga
"Viral Cut Intan Nabila Unggah Video KDRT ke-2 di Instagram, Penyiksaan Armor Disaksikan Anaknya","Kamis, 22 Agustus 2024 13:02 WITA",https://kaltim.tribunnews.com/2024/08/22/viral-cut-intan-nabila-unggah-video-kdrt-ke-2-di-instagram-penyiksaan-armor-disaksikan-anaknya,"Viral Cut Intan Nabila Unggah Video KDRT ke-2 di Instagram, Penyiksaan Armor Disaksikan Anaknya. Sosok Cut Intan Nabila korban KDRT yang viral kembali unggah video kekerasan yang dilakukan suaminya, Armor Toreador. Ya, Cut Intan Nabila mengunggah video KDRT untuk kedua kali yang dialaminya melalui Instagram pribadi @cut.intannabila. Video yang diunggah Cut Intan Nabila memperlihatkan kekerasan dilakukan di depan sang anak. Dalam captionnya, Cut Intan Nabila mengakui sudah tak bisa menghitung seberapa seringnya Armor Toreador menyiksa dirinya. ""Lebih dari 5 kali ? Saya saja tidak mampu menghitung berapa sering dia menyiksa saya,"" tulis Cut Intan Nabila. Disebutnya, tak mudah untuk memendam penderitaan yang dialaminya selama berumah tangga dengan Armor Toreador.Sebab, kekerasan yang dialami Cut Intan Nabila yakni sudah menjadi aib keluarganya. ""Berat sangat berat pastinya, harus ceria dibalik semua penderitaan selama ini, karna saya fikir ini adalah aib yang paling memalukan,"" katanya. Dalam video tersebut, terlihat Armor Toreador melakukan pemukulan hingga mencekik sang selebgram.Bahkan kekerasan tersebut dilakukan di depan anaknya yang masih kecil.Berdasarkan video tersebut terlihat di atas kasur Armor Toreador menindih tubuh dan memukul wajah Intan Nabila. Dengan sadis, Armor Toreador membekap wajah Intan Nabila dari atas. Ia kemudian meninju Intan Nabila dengan keras hingga tak sanggup lagi melawan.Sang buah hati yang semula tengah asyik menyusu, langsung bangun dan menepuk kaki Armor Toreador yang sedang menyiksa Intan Nabila.",Keluarga
Begini Kondisi Psikis Anak-anak Cut Intan Nabila Usai Saksikan Tindak KDRT Armor Toreador,"Selasa, 20 Agustus 2024 07:46 WITA",https://kaltim.tribunnews.com/2024/08/20/begini-kondisi-psikis-anak-anak-cut-intan-nabila-usai-saksikan-tindak-kdrt-armor-toreador?page=all,"Begini Kondisi Psikis Anak-anak Cut Intan Nabila Usai Saksikan Tindak KDRT Armor Toreador. Kondisi psikis anak-anak Cut Intan Nabila setelah kasus kekerasan dalam rumah tangga (KDRT) yang dilakukan Armor Toreador terungkap. Betapa tidak, anak-anaknya itu sempat melihat Cut Intan Nabila mengalami KDRT yang dilakukan ayahnya, Armor Toreador.Cut Intan Nabila menyebut ketiga anaknya kini berada dalam pengawasan Komisi Perlindungan Anak Indonesia (KPAI). Perempuan 23 tahun ini juga akan berusaha untuk memulihkan psikis anak-anaknya. Untuk memulihkan psikis anak-anaknya, Intan akan berusaha mendapatkan pertolongan dari psikolog anak. ""Saat ini dalam pendampingan keluarga juga pihak KPAI. Banyak support dari teman-teman, banyak banget,"" kata Cut Intan, dikutip dari YouTube Intens Investigasi, Minggu (18/8/2024). ""Cuma kalau kondisi psikis anak-anak, memang kita sedang mengupayakan psikolog anak juga,"" sambungnya. Cut Intan khawatir KDRT yang dialaminya berdampak buruk kepada anak-anaknya terutama dari segi mental. Ia takut muncul trauma yang dirasakan anak-anaknya karena melihat kekerasan di depan matanya. ""Karena kan banyak melihat orang tuanya mungkin terjadi kekerasan dalam rumah tangga,"" ungkap Cut Intan Nabila. ""Pasti ada lah walau enggak melihat secara fisik, pasti mentalnya ada yang perlu dikonsultasikan."" ""Kalau bayi juga sekarang sama. Kita besok (19 Agustus 2024) akan ke rumah sakit lagi,"" paparnya. Seperti diketahui, Armor Toreador ditangkap di sebuah hotel kawasan Kemang, Jakarta Selatan atas dugaan KDRT. Kabar dari penangkapan Armor Toreador turut dibagikan oleh rekan artis melalui media sosial pada Selasa (13/8/2024). ",Keluarga
Polres Bontang Beberkan 3 Motif yang Dilakukan Tersangka Penganiayaan Anak di Tanjung Laut Indah,"Rabu, 31 Juli 2024 13:29 WITA",https://kaltim.tribunnews.com/2024/07/31/polres-bontang-beberkan-3-motif-yang-dilakukan-tersangka-penganiayaan-anak-di-tanjung-laut-indah,"Polres Bontang Beberkan 3 Motif yang Dilakukan Tersangka Penganiayaan Anak di Tanjung Laut Indah. Polres Bontang beberkan motif pria berinisial AA (23), tersangka penganiayaan anak kandungnya sendiri di Tanjung Laut Indah, Bontang Selatan. Kapolres Bontang AKBP Alex Frestian Lumban Tobing melalui Kasat Reskrim Iptu Hari Supranoto dalam keterangan persnya, menjelaskan, ada 3 motif yang membuat tersangka gelap mata hingga menganiaya anaknya yang masih berusia 1 bulan lebih. Dijelaskan Hari, motif pertama tersangka merasa sakit hati diremehkan keluarga istrinya lantaran hanya bekerja sebagai nelayan.Kedua tersangka marah ketika ingin berhubungan suami istri namun istrinya menolak. Dan yang ketiga dia juga merasa terganggu ketika sedang bermain game online namun diminta menjaga anak. ""Pengakuan tersangka seperti itu,"" bebernya. Akibatnya tersangka melakukan kekerasan pada anak kandungnya berulang kali. Pertama ditanggal 6 Juli, saat itu tersangka mengangkat kaki korban hingga mengalami patah tulang.Kemudian pada 20 Juli, tersangka kembali melakukan tindak kekerasan dengan menekan paha menggunakan kuku hingga mengalami luka, mencubit lutut hingga memar,punyak pada 22 Juli AA, inj menjatuhkan korban ke lantai hingga mengalami pendarahan di kepala. ""Semua kejadiannya malam, dimana istriya tidak di rumah,"" terangnya.(*) ",Keluarga
Pelaku Penganiayaan Anak di Bawah Umur di Samarinda Diringkus Polisi,"Selasa, 11 Juni 2024 12:27 WITA",https://kaltim.tribunnews.com/2024/06/11/pelaku-penganiayaan-anak-di-bawah-umur-di-samarinda-diringkus-polisi,"Pelaku Penganiayaan Anak di Bawah Umur di Samarinda Diringkus Polisi. Kasus tindak pidana kekerasan kepada anak di bawah umur kembali terjadi di Kota Samarinda, Provinsi Kalimantan Timur (Kaltim). Pelaku seorang pria beusia 48 tahun berinisial YU tersebut nekat melakukan penganiayaan kepada RA (13), di Kecamatan Samarinda Kota. Kasus tersebut, terjadi pada Kamis 23 Mei 2024 sekitar Pukul 13.30 Wita. Kejadian bermula, kala korban sedang bermain di rumah temannya, tiba-tiba pelaku datang dengan menggenggam sebuah batu dan menghampiri korban.Lalu pelaku memukul korban dengan batu itu mengenai pelipis sebelah kiri, setelah itu pelaku juga menendang korban pada bagian kepala. ""Atas kejadian tersebut, orangtua korban langsung melaporkan ke Polsek Samarinda Kota,"" papar Kapolsek Samarinda Kota Kompol Tri Satria Firdaus, Selasa (11/6/2024). Menerima laporan adanya aksi kekerasan itu, Tim Etam Polsek Samarinda Kota melakukan penyelidikan dan berhasil mengamankan pelaku pada Jumat 7 Juni 2024 pukul 17.00 wita. ""Team Elang Polsek Samarinda Kota berhasil mengamankan pelaku, di Jalan Pangeran Diponegoro, Kecamatan Samarinda Kota,"" bebernya. Kapolsek menegaskan kini pelaku beserta dengan barang bukti yang dimiliki sudah diamankan pihak kepolisian ke Polsek Samarinda Kota, Polresta Samarinda.""Atas perbuatannya, pelaku akan dijerat pasal 80 jo pasal 76 UU Nomor 35 Tahun 2014 tentang Perubahan atas UU Nomor 23 Tahun 2002 tentang Perlindungan Anak,"" pungkasnya.",Orang asing
"Lakukan Kekerasan Terhadap Anak di Bawah Umur, Seorang Wanita di  Samarinda Diamankan Polisi","Kamis, 6 Juni 2024 12:20 WITA",https://kaltim.tribunnews.com/2024/06/06/lakukan-kekerasan-terhadap-anak-di-bawah-umur-seorang-wanita-di-samarinda-diamankan-polisi,"Lakukan Kekerasan Terhadap Anak di Bawah Umur, Seorang Wanita di  Samarinda Diamankan Polisi. Jajaran Team Elang Polsek Samarinda Kota mengungkap perkara tindak pidana kekerasan terhadap anak di bawah umur. Peristiwa tersebut terjadi di Jalan Biola, Kelurahan Sungai Pinang Luar, Kecamatan Samarinda Kota, Kota Samarinda, pada Senin (3/6/2024) sekitar Pukul 20.50 Wita. Kapolsek Samarinda Kota, Kompol Tri Satria Firdaus menerangkan bahwa pelaku berinisial PAW (31) warga Jalan Biola, sedangkan korbannya RM masih berusia 15 tahun.  ""Korban mengalami lebam di pelipis kiri, luka gores pada leher kiri, dan luka gores pada bagian dada,"" ungkapnya. Kemudian pelaku pun berhasil diamankan oleh Team Elang Polsek Samarinda Kota pada hari Senin (3/6/2024) sekitar Pukul 22.00 Wita, juga di Jalan Biola. Berdasarkan hasil interogasi, Kompol Tri Satria Firdaus menjelaskan pelaku mengakui perbuatannya tersebut. Kekerasan terjadi lantaran anak pelaku sering dibully oleh korban. ""Maka dari itu, pelaku mendatangi korban dan sempat dorong-dorongan, lalu pelaku memukul korban,"" bebernya. Mengetahui adanya tindak kekerasan tersebut, akhirnya orangtua korban melaporkan hal ini ke Polsek Samarinda Kota. ""Dan pelaku akan dijerat dengan Pasal 80 UU Nomor 35 Tahun 2014 tentang Perubahan UU Nomor 23 Tahun 2002 tentang Perlindungan Anak,"" imbuhnya.",Orang asing
Pasutri di Samarinda yang Aniaya Anaknya Sendiri Ditetapkan Tersangka,"Senin, 29 April 2024 23:45 WITA",https://kaltim.tribunnews.com/2024/04/29/pasutri-di-samarinda-yang-aniaya-anaknya-sendiri-ditetapkan-tersangka,"Pasutri di Samarinda yang Aniaya Anaknya Sendiri Ditetapkan Tersangka. Polresta Samarinda menetapkan pasangan suami istri (pasutri) yang aniaya anaknya sendiri sebagai tersangka. Pasutri bernama Johan (42) dan Ayu Kristianti (23) itu ditangkap pada Sabtu (26/4/2024) lalu setelah warga setempat mengungkap penganiayaan yang menimpa bocah laki-laki berinisial B (8), yang tidak lain merupakan anak dari pasangan yang telah menikah siri selama 4 tahun lamanya tersebut. Saat ditemukan, bocah laki-laki itu dikunci di dalam rumah dengan sejumlah luka melepuh dan terbuka di tubuhnya. ""Sementara kedua pelaku (Johan dan Ayu) berada di hotel, jadi mereka ditangkap di sebuah hotel di Samarinda,"" ungkap Kapolresta Samarinda Kombes Pol Ary Fadli dalam press release, Senin (29/4/2024). Ia menjelaskan, terungkapnya kasus tersebut saat sejumlah warga setempat mendengar bocah malang tersebut berteriak dan menangis hampir seharian penuh. Saat didekati, mereka mendapati bocah malang tersebut dalam kondisi menyedihkan dengan luka hampir di sekujur tubuh.Kombes Pol Ary Fadli mengungkapkan bahwa pihaknya masih menunggu hasil pemeriksaan tim medis untuk mengetahui luka apa saja yang diderita B.""Tapi yang jelas ada luka lepuh hingga patah tulang pada kaki kanan,"" ungkapnya. ""Saat ini, kondisi korban masih dalam perawatan dan untuk pemulihan psikis dan rasa amannya ditangani oleh UPTD PPA Samarinda,"" papar Kombes Pol Ary Fadli. Ia juga mengungkap penganiayaan dilakukan oleh Johan yang merupakan ayah tiri dan tidak jarang Ayu atau ibu kandungnya korban juga melakukan penganiayaan tersebut. Dijelaskannya, luka meradang yang dialami korban merupakan luka lama.Namun bukannya diobati, para pelaku terutama Johan justru menginjak kaki korban hingga mengalami luka terbuka serius. ""Kekerasan yang dilakukan pelaku kadang sendiri, kadang bergantian dan kadang bersamaan,"" tambahnya. Akibat perbuatannya, pasutri tersebut dikenakan Pasal 44 Ayat 1 Undang-Undang RI Nomor 23 Tahun 2004 tentang Penghapusan Kekerasan Dalam Rumah Tangga (KDRT), dan atau pasal 80 ayat 4 juncto pasal 76 C Undang-Undang RI Nomor 17 Tahun 2016 tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 1 Tahun 2016 Tentang Perubahan Kedua Undang-Undang RI Nomor 23 Tahun 2002 tentang Perlindungan Anak.",Keluarga
"Babak Belur Diamuk Massa, Terduga Pencabulan Anak di Balikpapan Kini Ditangani Kepolisian","Minggu, 17 Maret 2024 08:12 WITA",https://kaltim.tribunnews.com/2024/03/17/babak-belur-diamuk-massa-terduga-pencabulan-anak-di-balikpapan-kini-ditangani-kepolisian,"Babak Belur Diamuk Massa, Terduga Pencabulan Anak di Balikpapan Kini Ditangani Kepolisian. Terduga pelaku pencabulan anak yang sempat menjadi sasaran amukan massa di Kelurahan Graha Indah, Balikpapan Utara, kini diamankan kepolisian. Sebagai informasi, sempat terjadi aksi main hakim sendiri terhadap seorang pria di wilayah tersebut atas dugaan pelecehan seksual, Kamis (14/3/2024) malam. Saat yang bersamaan, Bhabinkamtibmas Graha Indah, Aiptu Ardian Wempi Antariksa, turut menjadi sasaran amukan massa lantaran ingin menghentikan upaya main hakim sendiri. Keributan berhasil diredakan usai terduga pelaku yang terlanjur babak belur digelandang ke Mapolresta Balikpapan guna pemeriksaan lebih lanjut.Dikonfirmasi, Kapolresta Balikpapan, Kombes Pol Anton Firmanto, membenarkan hal tersebut. ""Alhamdulillah sudah (diamankan),"" jawabnya singkat melalui pesan teks, Sabtu (16/3/2024). Namun demikian, ia belum membeberkan lebih rinci mengenai kasus ini, termasuk identitas maupun hal spesifik lainnya. Menurutnya, pemeriksaan terhadap terduga pelaku masih berjalan. Dugaan kasus pencabulan terhadap anak di bawah umur, lanjut Kombes Anton, masih dalam penanganan Satreskrim Polresta Balikpapan.  ""InsyaAllah Senin akan dilakukan ekspos (press release),"" tandasnya. ",Orang asing
